"network","park","plot_name","plot_number","x_coord","y_coord","year","cycle","guild","plot.freq","avg.quad.r","avg.cover","quad.freq","qpct.freq","num.plot.spp","mean.lat","lat.rank"
"NETN","ACAD","ACAD-142","142",560161,4917294,2013,2,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-142","142",560161,4917294,2013,2,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-142","142",560161,4917294,2013,2,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-142","142",560161,4917294,2017,3,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-142","142",560161,4917294,2017,3,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-142","142",560161,4917294,2017,3,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-142","142",560161,4917294,2017,3,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-143","143",552562,4906904,2009,1,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-143","143",552562,4906904,2009,1,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-143","143",552562,4906904,2009,1,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-143","143",552562,4906904,2009,1,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-143","143",552562,4906904,2013,2,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-143","143",552562,4906904,2013,2,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-143","143",552562,4906904,2013,2,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-143","143",552562,4906904,2013,2,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-143","143",552562,4906904,2017,3,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-143","143",552562,4906904,2017,3,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-143","143",552562,4906904,2017,3,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-143","143",552562,4906904,2017,3,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-144","144",561169,4913489,2009,1,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-144","144",561169,4913489,2009,1,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-144","144",561169,4913489,2009,1,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-144","144",561169,4913489,2009,1,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-144","144",561169,4913489,2013,2,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-144","144",561169,4913489,2013,2,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-144","144",561169,4913489,2013,2,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-144","144",561169,4913489,2013,2,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-144","144",561169,4913489,2017,3,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-144","144",561169,4913489,2017,3,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-144","144",561169,4913489,2017,3,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-144","144",561169,4913489,2017,3,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-145","145",574167,4912448,2009,1,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-145","145",574167,4912448,2009,1,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-145","145",574167,4912448,2009,1,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-145","145",574167,4912448,2009,1,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-145","145",574167,4912448,2013,2,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-145","145",574167,4912448,2013,2,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-145","145",574167,4912448,2013,2,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-145","145",574167,4912448,2013,2,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-145","145",574167,4912448,2017,3,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-145","145",574167,4912448,2017,3,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-145","145",574167,4912448,2017,3,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-145","145",574167,4912448,2017,3,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-146","146",573768,4911066,2009,1,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-146","146",573768,4911066,2009,1,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-146","146",573768,4911066,2009,1,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-146","146",573768,4911066,2009,1,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-146","146",573768,4911066,2013,2,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-146","146",573768,4911066,2013,2,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-146","146",573768,4911066,2013,2,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-146","146",573768,4911066,2013,2,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-146","146",573768,4911066,2017,3,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-146","146",573768,4911066,2017,3,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-146","146",573768,4911066,2017,3,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-146","146",573768,4911066,2017,3,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-147","147",548969,4905182,2009,1,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-147","147",548969,4905182,2009,1,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-147","147",548969,4905182,2009,1,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-147","147",548969,4905182,2009,1,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-147","147",548969,4905182,2013,2,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-147","147",548969,4905182,2013,2,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-147","147",548969,4905182,2013,2,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-147","147",548969,4905182,2013,2,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-147","147",548969,4905182,2017,3,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-147","147",548969,4905182,2017,3,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-147","147",548969,4905182,2017,3,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-147","147",548969,4905182,2017,3,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-148","148",559374,4907603,2009,1,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-148","148",559374,4907603,2009,1,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-148","148",559374,4907603,2009,1,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-148","148",559374,4907603,2009,1,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-148","148",559374,4907603,2013,2,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-148","148",559374,4907603,2013,2,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-148","148",559374,4907603,2013,2,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-148","148",559374,4907603,2013,2,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-148","148",559374,4907603,2017,3,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-148","148",559374,4907603,2017,3,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-148","148",559374,4907603,2017,3,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-148","148",559374,4907603,2017,3,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-149","149",558468,4916788,2009,1,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-149","149",558468,4916788,2009,1,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-149","149",558468,4916788,2009,1,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-149","149",558468,4916788,2009,1,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-149","149",558468,4916788,2013,2,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-149","149",558468,4916788,2013,2,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-149","149",558468,4916788,2013,2,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-149","149",558468,4916788,2013,2,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-149","149",558468,4916788,2017,3,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-149","149",558468,4916788,2017,3,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-149","149",558468,4916788,2017,3,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-149","149",558468,4916788,2017,3,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-150","150",558371,4917642,2009,1,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-150","150",558371,4917642,2009,1,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-150","150",558371,4917642,2009,1,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-150","150",558371,4917642,2009,1,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-150","150",558371,4917642,2013,2,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-150","150",558371,4917642,2013,2,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-150","150",558371,4917642,2013,2,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-150","150",558371,4917642,2013,2,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-150","150",558371,4917642,2017,3,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-150","150",558371,4917642,2017,3,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-150","150",558371,4917642,2017,3,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-150","150",558371,4917642,2017,3,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-151","151",563565,4906211,2009,1,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-151","151",563565,4906211,2009,1,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-151","151",563565,4906211,2009,1,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-151","151",563565,4906211,2009,1,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-151","151",563565,4906211,2013,2,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-151","151",563565,4906211,2013,2,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-151","151",563565,4906211,2013,2,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-151","151",563565,4906211,2013,2,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-151","151",563565,4906211,2017,3,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-151","151",563565,4906211,2017,3,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-151","151",563565,4906211,2017,3,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-151","151",563565,4906211,2017,3,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-152","152",564969,4912441,2009,1,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-152","152",564969,4912441,2009,1,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-152","152",564969,4912441,2009,1,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-152","152",564969,4912441,2009,1,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-152","152",564969,4912441,2013,2,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-152","152",564969,4912441,2013,2,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-152","152",564969,4912441,2013,2,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-152","152",564969,4912441,2013,2,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-152","152",564969,4912441,2017,3,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-152","152",564969,4912441,2017,3,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-152","152",564969,4912441,2017,3,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-152","152",564969,4912441,2017,3,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-153","153",563767,4910375,2009,1,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-153","153",563767,4910375,2009,1,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-153","153",563767,4910375,2009,1,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-153","153",563767,4910375,2009,1,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-153","153",563767,4910375,2013,2,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-153","153",563767,4910375,2013,2,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-153","153",563767,4910375,2013,2,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-153","153",563767,4910375,2013,2,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-153","153",563767,4910375,2017,3,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-153","153",563767,4910375,2017,3,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-153","153",563767,4910375,2017,3,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-153","153",563767,4910375,2017,3,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-154","154",547369,4908978,2009,1,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-154","154",547369,4908978,2009,1,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-154","154",547369,4908978,2009,1,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-154","154",547369,4908978,2009,1,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-154","154",547369,4908978,2013,2,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-154","154",547369,4908978,2013,2,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-154","154",547369,4908978,2013,2,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-154","154",547369,4908978,2013,2,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-154","154",547369,4908978,2017,3,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-154","154",547369,4908978,2017,3,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-154","154",547369,4908978,2017,3,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-154","154",547369,4908978,2017,3,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-155","155",554865,4898417,2009,1,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-155","155",554865,4898417,2009,1,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-155","155",554865,4898417,2009,1,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-155","155",554865,4898417,2009,1,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-155","155",554865,4898417,2013,2,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-155","155",554865,4898417,2013,2,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-155","155",554865,4898417,2013,2,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-155","155",554865,4898417,2013,2,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-155","155",554865,4898417,2017,3,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-155","155",554865,4898417,2017,3,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-155","155",554865,4898417,2017,3,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-155","155",554865,4898417,2017,3,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-156","156",553770,4897547,2009,1,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-156","156",553770,4897547,2009,1,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-156","156",553770,4897547,2009,1,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-156","156",553770,4897547,2009,1,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-156","156",553770,4897547,2013,2,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-156","156",553770,4897547,2013,2,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-156","156",553770,4897547,2013,2,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-156","156",553770,4897547,2013,2,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-156","156",553770,4897547,2017,3,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-156","156",553770,4897547,2017,3,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-156","156",553770,4897547,2017,3,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-156","156",553770,4897547,2017,3,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-157","157",556766,4908635,2009,1,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-157","157",556766,4908635,2009,1,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-157","157",556766,4908635,2009,1,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-157","157",556766,4908635,2009,1,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-157","157",556766,4908635,2013,2,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-157","157",556766,4908635,2013,2,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-157","157",556766,4908635,2013,2,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-157","157",556766,4908635,2013,2,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-157","157",556766,4908635,2017,3,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-157","157",556766,4908635,2017,3,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-157","157",556766,4908635,2017,3,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-157","157",556766,4908635,2017,3,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-158","158",557771,4908296,2009,1,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-158","158",557771,4908296,2009,1,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-158","158",557771,4908296,2009,1,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-158","158",557771,4908296,2009,1,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-158","158",557771,4908296,2013,2,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-158","158",557771,4908296,2013,2,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-158","158",557771,4908296,2013,2,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-158","158",557771,4908296,2013,2,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-158","158",557771,4908296,2017,3,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-158","158",557771,4908296,2017,3,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-158","158",557771,4908296,2017,3,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-158","158",557771,4908296,2017,3,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-159","159",550166,4907254,2009,1,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-159","159",550166,4907254,2009,1,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-159","159",550166,4907254,2009,1,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-159","159",550166,4907254,2009,1,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-159","159",550166,4907254,2013,2,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-159","159",550166,4907254,2013,2,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-159","159",550166,4907254,2013,2,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-159","159",550166,4907254,2013,2,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-159","159",550166,4907254,2017,3,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-159","159",550166,4907254,2017,3,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-159","159",550166,4907254,2017,3,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-159","159",550166,4907254,2017,3,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-160","160",549769,4907242,2009,1,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-160","160",549769,4907242,2009,1,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-160","160",549769,4907242,2009,1,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-160","160",549769,4907242,2009,1,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-160","160",549769,4907242,2013,2,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-160","160",549769,4907242,2013,2,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-160","160",549769,4907242,2013,2,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-160","160",549769,4907242,2013,2,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-160","160",549769,4907242,2017,3,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-160","160",549769,4907242,2017,3,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-160","160",549769,4907242,2017,3,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-160","160",549769,4907242,2017,3,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-161","161",574464,4911923,2009,1,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-161","161",574464,4911923,2009,1,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-161","161",574464,4911923,2009,1,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-161","161",574464,4911923,2009,1,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-161","161",574464,4911923,2013,2,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-161","161",574464,4911923,2013,2,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-161","161",574464,4911923,2013,2,"Shrub",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-161","161",574464,4911923,2013,2,"Tree",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-161","161",574464,4911923,2017,3,"Graminoid",0,0,0,0,0,0,4905413.5752381,39
"NETN","ACAD","ACAD-161","161",574464,4911923,2017,3,"Herbaceous",0,0,0,0,0,0,4905413.5752381,39
