"","park","plot_name","year","network","x_coord","y_coord","cycle","guild","num.plot.spp","avg.quad.r","avg.cover","quad.freq","qpct.freq"
"70","ANTI","ANTI-0082",2012,"NCRN",266500,4373250,2,"Trees",1,0.0833333333333333,NA,1,8.33333333333333
"71","ANTI","ANTI-0092",2011,"NCRN",265500,4373000,2,"Graminoids",1,1,47,12,100
"72","ANTI","ANTI-0092",2011,"NCRN",265500,4373000,2,"Herbaceous",2,1.08333333333333,15.25,12,100
"73","ANTI","ANTI-0092",2011,"NCRN",265500,4373000,2,"Shrubs-Micro",0,0,NA,0,0
"74","ANTI","ANTI-0092",2011,"NCRN",265500,4373000,2,"Shrubs-Quad",0,0,0,0,0
"75","ANTI","ANTI-0092",2011,"NCRN",265500,4373000,2,"Trees",0,0,NA,0,0
"76","ANTI","ANTI-0092",2015,"NCRN",265500,4373000,3,"Graminoids",1,1,39.5833333333333,12,100
"77","ANTI","ANTI-0092",2015,"NCRN",265500,4373000,3,"Herbaceous",3,1,5,10,83.3333333333333
"78","ANTI","ANTI-0092",2015,"NCRN",265500,4373000,3,"Shrubs-Micro",0,0,NA,0,0
"79","ANTI","ANTI-0092",2015,"NCRN",265500,4373000,3,"Shrubs-Quad",0,0,0,0,0
"80","ANTI","ANTI-0092",2015,"NCRN",265500,4373000,3,"Trees",0,0,NA,0,0
"81","ANTI","ANTI-0092",2007,"NCRN",265500,4373000,1,"Graminoids",1,0.666666666666667,15.8333333333333,8,66.6666666666667
"82","ANTI","ANTI-0092",2007,"NCRN",265500,4373000,1,"Herbaceous",2,1.08333333333333,16.4166666666667,12,100
"83","ANTI","ANTI-0092",2007,"NCRN",265500,4373000,1,"Shrubs-Micro",0,0,NA,0,0
"84","ANTI","ANTI-0092",2007,"NCRN",265500,4373000,1,"Shrubs-Quad",0,0,0,0,0
"85","ANTI","ANTI-0092",2007,"NCRN",265500,4373000,1,"Trees",0,0,NA,0,0
"86","ANTI","ANTI-0190",2007,"NCRN",264250,4370000,1,"Graminoids",1,0.0833333333333333,0.166666666666667,1,8.33333333333333
"87","ANTI","ANTI-0190",2007,"NCRN",264250,4370000,1,"Herbaceous",3,2.33333333333333,23.4166666666667,11,91.6666666666667
"88","ANTI","ANTI-0190",2007,"NCRN",264250,4370000,1,"Shrubs-Micro",0,0,NA,0,0
"89","ANTI","ANTI-0190",2007,"NCRN",264250,4370000,1,"Shrubs-Quad",2,1.08333333333333,27.0833333333333,10,83.3333333333333
"90","ANTI","ANTI-0190",2007,"NCRN",264250,4370000,1,"Trees",2,0,NA,0,0
"91","ANTI","ANTI-0190",2011,"NCRN",264250,4370000,2,"Graminoids",1,0.0833333333333333,8.33333333333333,1,8.33333333333333
"92","ANTI","ANTI-0190",2011,"NCRN",264250,4370000,2,"Herbaceous",3,2.25,10.6666666666667,12,100
"93","ANTI","ANTI-0190",2011,"NCRN",264250,4370000,2,"Shrubs-Micro",0,0,NA,0,0
"94","ANTI","ANTI-0190",2011,"NCRN",264250,4370000,2,"Shrubs-Quad",2,0.833333333333333,10.1666666666667,9,75
"95","ANTI","ANTI-0190",2011,"NCRN",264250,4370000,2,"Trees",3,0,NA,0,0
"96","ANTI","ANTI-0190",2015,"NCRN",264250,4370000,3,"Graminoids",1,1,45.3333333333333,12,100
"97","ANTI","ANTI-0190",2015,"NCRN",264250,4370000,3,"Herbaceous",2,1.5,4.33333333333333,11,91.6666666666667
"98","ANTI","ANTI-0190",2015,"NCRN",264250,4370000,3,"Shrubs-Micro",0,0,NA,0,0
"99","ANTI","ANTI-0190",2015,"NCRN",264250,4370000,3,"Shrubs-Quad",2,0.666666666666667,2.08333333333333,6,50
"100","ANTI","ANTI-0190",2015,"NCRN",264250,4370000,3,"Trees",3,0,NA,0,0
"101","ANTI","ANTI-0194",2016,"NCRN",265250,4370000,3,"Graminoids",1,0.5,3.16666666666667,6,50
"102","ANTI","ANTI-0194",2016,"NCRN",265250,4370000,3,"Herbaceous",2,1,10.6666666666667,10,83.3333333333333
"103","ANTI","ANTI-0194",2016,"NCRN",265250,4370000,3,"Shrubs-Micro",0,0,NA,0,0
"104","ANTI","ANTI-0194",2016,"NCRN",265250,4370000,3,"Shrubs-Quad",0,0,0,0,0
"105","ANTI","ANTI-0194",2016,"NCRN",265250,4370000,3,"Trees",0,0,NA,0,0
"106","ANTI","ANTI-0194",2012,"NCRN",265250,4370000,2,"Graminoids",1,0.25,1.25,3,25
"107","ANTI","ANTI-0194",2012,"NCRN",265250,4370000,2,"Herbaceous",2,0.833333333333333,5.25,8,66.6666666666667
"108","ANTI","ANTI-0194",2012,"NCRN",265250,4370000,2,"Shrubs-Micro",0,0,NA,0,0
"109","ANTI","ANTI-0194",2012,"NCRN",265250,4370000,2,"Shrubs-Quad",1,0.0833333333333333,0.0833333333333333,1,8.33333333333333
"110","ANTI","ANTI-0194",2012,"NCRN",265250,4370000,2,"Trees",0,0,NA,0,0
"111","ANTI","ANTI-0200",2013,"NCRN",264750,4369750,2,"Graminoids",1,1,26.8333333333333,12,100
"112","ANTI","ANTI-0200",2013,"NCRN",264750,4369750,2,"Herbaceous",3,2.08333333333333,8,12,100
"113","ANTI","ANTI-0200",2013,"NCRN",264750,4369750,2,"Shrubs-Micro",0,0,NA,0,0
"114","ANTI","ANTI-0200",2013,"NCRN",264750,4369750,2,"Shrubs-Quad",2,0.166666666666667,0.333333333333333,2,16.6666666666667
"115","ANTI","ANTI-0200",2013,"NCRN",264750,4369750,2,"Trees",1,0.0833333333333333,NA,1,8.33333333333333
"116","ANTI","ANTI-0200",2017,"NCRN",264750,4369750,3,"Graminoids",1,1,55.6666666666667,12,100
"117","ANTI","ANTI-0200",2017,"NCRN",264750,4369750,3,"Herbaceous",3,1.58333333333333,3.33333333333333,12,100
"118","ANTI","ANTI-0200",2017,"NCRN",264750,4369750,3,"Shrubs-Micro",0,0,NA,0,0
"119","ANTI","ANTI-0200",2017,"NCRN",264750,4369750,3,"Shrubs-Quad",2,0.5,0.75,5,41.6666666666667
"120","ANTI","ANTI-0200",2017,"NCRN",264750,4369750,3,"Trees",1,0.25,NA,3,25
"121","ANTI","ANTI-0201",2014,"NCRN",265000,4369750,2,"Graminoids",0,0,0,0,0
"122","ANTI","ANTI-0201",2014,"NCRN",265000,4369750,2,"Herbaceous",2,1.33333333333333,3.16666666666667,12,100
"123","ANTI","ANTI-0201",2014,"NCRN",265000,4369750,2,"Shrubs-Micro",0,0,NA,0,0
"124","ANTI","ANTI-0201",2014,"NCRN",265000,4369750,2,"Shrubs-Quad",1,0.0833333333333333,0.0833333333333333,1,8.33333333333333
"125","ANTI","ANTI-0201",2014,"NCRN",265000,4369750,2,"Trees",0,0,NA,0,0
"126","ANTI","ANTI-0201",2018,"NCRN",265000,4369750,3,"Graminoids",1,0.0833333333333333,0.25,1,8.33333333333333
"127","ANTI","ANTI-0201",2018,"NCRN",265000,4369750,3,"Herbaceous",3,1.33333333333333,3.41666666666667,12,100
"128","ANTI","ANTI-0201",2018,"NCRN",265000,4369750,3,"Shrubs-Micro",0,0,NA,0,0
"129","ANTI","ANTI-0201",2018,"NCRN",265000,4369750,3,"Shrubs-Quad",0,0,0,0,0
"130","ANTI","ANTI-0201",2018,"NCRN",265000,4369750,3,"Trees",0,0,NA,0,0
"131","ANTI","ANTI-0201",2010,"NCRN",265000,4369750,1,"Graminoids",0,0,0,0,0
"132","ANTI","ANTI-0201",2010,"NCRN",265000,4369750,1,"Herbaceous",3,1.5,5,12,100
"133","ANTI","ANTI-0201",2010,"NCRN",265000,4369750,1,"Shrubs-Micro",0,0,NA,0,0
"134","ANTI","ANTI-0201",2010,"NCRN",265000,4369750,1,"Shrubs-Quad",0,0,0,0,0
"135","ANTI","ANTI-0201",2010,"NCRN",265000,4369750,1,"Trees",0,0,NA,0,0
"136","ANTI","ANTI-0206",2013,"NCRN",264750,4369500,2,"Graminoids",1,0.75,11.4166666666667,9,75
"137","ANTI","ANTI-0206",2013,"NCRN",264750,4369500,2,"Herbaceous",3,1.08333333333333,3.08333333333333,11,91.6666666666667
"138","ANTI","ANTI-0206",2013,"NCRN",264750,4369500,2,"Shrubs-Micro",0,0,NA,0,0
"139","ANTI","ANTI-0206",2013,"NCRN",264750,4369500,2,"Shrubs-Quad",1,0.416666666666667,9.25,5,41.6666666666667
"140","ANTI","ANTI-0206",2013,"NCRN",264750,4369500,2,"Trees",1,0,NA,0,0
"141","ANTI","ANTI-0206",2017,"NCRN",264750,4369500,3,"Graminoids",1,0.916666666666667,42.9166666666667,11,91.6666666666667
"142","ANTI","ANTI-0206",2017,"NCRN",264750,4369500,3,"Herbaceous",3,0.666666666666667,1.25,7,58.3333333333333
"143","ANTI","ANTI-0206",2017,"NCRN",264750,4369500,3,"Shrubs-Micro",0,0,NA,0,0
"144","ANTI","ANTI-0206",2017,"NCRN",264750,4369500,3,"Shrubs-Quad",1,0.166666666666667,1.5,2,16.6666666666667
"145","ANTI","ANTI-0206",2017,"NCRN",264750,4369500,3,"Trees",1,0,NA,0,0
"146","ANTI","ANTI-0207",2011,"NCRN",265000,4369500,2,"Graminoids",1,0.25,6.75,3,25
"147","ANTI","ANTI-0207",2011,"NCRN",265000,4369500,2,"Herbaceous",3,1.16666666666667,1.58333333333333,10,83.3333333333333
"148","ANTI","ANTI-0207",2011,"NCRN",265000,4369500,2,"Shrubs-Micro",0,0,NA,0,0
"149","ANTI","ANTI-0207",2011,"NCRN",265000,4369500,2,"Shrubs-Quad",1,0.0833333333333333,0.0833333333333333,1,8.33333333333333
"150","ANTI","ANTI-0207",2011,"NCRN",265000,4369500,2,"Trees",0,0,NA,0,0
"151","ANTI","ANTI-0207",2007,"NCRN",265000,4369500,1,"Graminoids",0,0,0,0,0
"152","ANTI","ANTI-0207",2007,"NCRN",265000,4369500,1,"Herbaceous",1,0.916666666666667,5.41666666666667,11,91.6666666666667
"153","ANTI","ANTI-0207",2007,"NCRN",265000,4369500,1,"Shrubs-Micro",0,0,NA,0,0
"154","ANTI","ANTI-0207",2007,"NCRN",265000,4369500,1,"Shrubs-Quad",0,0,0,0,0
"155","ANTI","ANTI-0207",2007,"NCRN",265000,4369500,1,"Trees",0,0,NA,0,0
"156","ANTI","ANTI-0207",2015,"NCRN",265000,4369500,3,"Graminoids",1,0.833333333333333,26.3333333333333,10,83.3333333333333
"157","ANTI","ANTI-0207",2015,"NCRN",265000,4369500,3,"Herbaceous",3,0.666666666666667,1,7,58.3333333333333
"158","ANTI","ANTI-0207",2015,"NCRN",265000,4369500,3,"Shrubs-Micro",0,0,NA,0,0
"159","ANTI","ANTI-0207",2015,"NCRN",265000,4369500,3,"Shrubs-Quad",0,0,0,0,0
"160","ANTI","ANTI-0207",2015,"NCRN",265000,4369500,3,"Trees",0,0,NA,0,0
"161","CATO","CATO-0003",2007,"NCRN",287000,4395750,1,"Graminoids",0,0,0,0,0
"162","CATO","CATO-0003",2007,"NCRN",287000,4395750,1,"Herbaceous",2,1,2.08333333333333,11,91.6666666666667
"163","CATO","CATO-0003",2007,"NCRN",287000,4395750,1,"Shrubs-Micro",0,0,NA,0,0
"164","CATO","CATO-0003",2007,"NCRN",287000,4395750,1,"Shrubs-Quad",1,0.0833333333333333,0.166666666666667,1,8.33333333333333
"165","CATO","CATO-0003",2007,"NCRN",287000,4395750,1,"Trees",0,0,NA,0,0
"166","CATO","CATO-0003",2015,"NCRN",287000,4395750,3,"Graminoids",1,0.333333333333333,0.833333333333333,4,33.3333333333333
"167","CATO","CATO-0003",2015,"NCRN",287000,4395750,3,"Herbaceous",3,0.75,9,7,58.3333333333333
"168","CATO","CATO-0003",2015,"NCRN",287000,4395750,3,"Shrubs-Micro",0,0,NA,0,0
"169","CATO","CATO-0003",2015,"NCRN",287000,4395750,3,"Shrubs-Quad",1,0.166666666666667,0.583333333333333,2,16.6666666666667
"170","CATO","CATO-0003",2015,"NCRN",287000,4395750,3,"Trees",0,0,NA,0,0
"171","CATO","CATO-0003",2011,"NCRN",287000,4395750,2,"Graminoids",1,0.0833333333333333,0.0833333333333333,1,8.33333333333333
"172","CATO","CATO-0003",2011,"NCRN",287000,4395750,2,"Herbaceous",2,0.833333333333333,4.66666666666667,9,75
"173","CATO","CATO-0003",2011,"NCRN",287000,4395750,2,"Shrubs-Micro",0,0,NA,0,0
"174","CATO","CATO-0003",2011,"NCRN",287000,4395750,2,"Shrubs-Quad",0,0,0,0,0
"175","CATO","CATO-0003",2011,"NCRN",287000,4395750,2,"Trees",0,0,NA,0,0
"176","CATO","CATO-0004",2011,"NCRN",286500,4395500,2,"Graminoids",1,0.0833333333333333,0.0833333333333333,1,8.33333333333333
"177","CATO","CATO-0004",2011,"NCRN",286500,4395500,2,"Herbaceous",1,0.25,4.33333333333333,3,25
"178","CATO","CATO-0004",2011,"NCRN",286500,4395500,2,"Shrubs-Micro",0,0,NA,0,0
"179","CATO","CATO-0004",2011,"NCRN",286500,4395500,2,"Shrubs-Quad",0,0,0,0,0
"180","CATO","CATO-0004",2011,"NCRN",286500,4395500,2,"Trees",1,0,NA,0,0
"181","CATO","CATO-0004",2007,"NCRN",286500,4395500,1,"Graminoids",0,0,0,0,0
"182","CATO","CATO-0004",2007,"NCRN",286500,4395500,1,"Herbaceous",1,0.25,2.75,3,25
"183","CATO","CATO-0004",2007,"NCRN",286500,4395500,1,"Shrubs-Micro",0,0,NA,0,0
"184","CATO","CATO-0004",2007,"NCRN",286500,4395500,1,"Shrubs-Quad",0,0,0,0,0
"185","CATO","CATO-0004",2007,"NCRN",286500,4395500,1,"Trees",1,0,NA,0,0
"186","CATO","CATO-0004",2015,"NCRN",286500,4395500,3,"Graminoids",1,0.0833333333333333,0.333333333333333,1,8.33333333333333
"187","CATO","CATO-0004",2015,"NCRN",286500,4395500,3,"Herbaceous",2,0.333333333333333,7.16666666666667,3,25
"188","CATO","CATO-0004",2015,"NCRN",286500,4395500,3,"Shrubs-Micro",0,0,NA,0,0
"189","CATO","CATO-0004",2015,"NCRN",286500,4395500,3,"Shrubs-Quad",0,0,0,0,0
"190","CATO","CATO-0004",2015,"NCRN",286500,4395500,3,"Trees",0,0,NA,0,0
"191","CATO","CATO-0015",2009,"NCRN",286750,4394750,1,"Graminoids",1,0.583333333333333,10.9166666666667,7,58.3333333333333
"192","CATO","CATO-0015",2009,"NCRN",286750,4394750,1,"Herbaceous",1,0.0833333333333333,0.666666666666667,1,8.33333333333333
"193","CATO","CATO-0015",2009,"NCRN",286750,4394750,1,"Shrubs-Micro",0,0,NA,0,0
"194","CATO","CATO-0015",2009,"NCRN",286750,4394750,1,"Shrubs-Quad",1,0.25,0.25,3,25
"195","CATO","CATO-0015",2009,"NCRN",286750,4394750,1,"Trees",0,0,NA,0,0
"196","CATO","CATO-0015",2017,"NCRN",286750,4394750,3,"Graminoids",1,0.333333333333333,4.83333333333333,4,33.3333333333333
"197","CATO","CATO-0015",2017,"NCRN",286750,4394750,3,"Herbaceous",1,0.583333333333333,3.41666666666667,7,58.3333333333333
"198","CATO","CATO-0015",2017,"NCRN",286750,4394750,3,"Shrubs-Micro",0,0,NA,0,0
"199","CATO","CATO-0015",2017,"NCRN",286750,4394750,3,"Shrubs-Quad",0,0,0,0,0
"200","CATO","CATO-0015",2017,"NCRN",286750,4394750,3,"Trees",0,0,NA,0,0
"201","CATO","CATO-0015",2013,"NCRN",286750,4394750,2,"Graminoids",1,0.833333333333333,32.3333333333333,10,83.3333333333333
"202","CATO","CATO-0015",2013,"NCRN",286750,4394750,2,"Herbaceous",2,0.833333333333333,9.16666666666667,9,75
"203","CATO","CATO-0015",2013,"NCRN",286750,4394750,2,"Shrubs-Micro",0,0,NA,0,0
"204","CATO","CATO-0015",2013,"NCRN",286750,4394750,2,"Shrubs-Quad",0,0,0,0,0
"205","CATO","CATO-0015",2013,"NCRN",286750,4394750,2,"Trees",0,0,NA,0,0
"206","CATO","CATO-0016",2016,"NCRN",287000,4394750,3,"Graminoids",1,0.75,9.58333333333333,9,75
"207","CATO","CATO-0016",2016,"NCRN",287000,4394750,3,"Herbaceous",4,1.5,57.8333333333333,12,100
"208","CATO","CATO-0016",2016,"NCRN",287000,4394750,3,"Shrubs-Micro",0,0,NA,0,0
"209","CATO","CATO-0016",2016,"NCRN",287000,4394750,3,"Shrubs-Quad",1,0.166666666666667,1.83333333333333,2,16.6666666666667
"210","CATO","CATO-0016",2016,"NCRN",287000,4394750,3,"Trees",1,0,NA,0,0
"211","CATO","CATO-0016",2008,"NCRN",287000,4394750,1,"Graminoids",1,0.75,21.3333333333333,9,75
"212","CATO","CATO-0016",2008,"NCRN",287000,4394750,1,"Herbaceous",2,1.41666666666667,22.9166666666667,9,75
"213","CATO","CATO-0016",2008,"NCRN",287000,4394750,1,"Shrubs-Micro",0,0,NA,0,0
"214","CATO","CATO-0016",2008,"NCRN",287000,4394750,1,"Shrubs-Quad",0,0,0,0,0
"215","CATO","CATO-0016",2008,"NCRN",287000,4394750,1,"Trees",1,0,NA,0,0
"216","CATO","CATO-0016",2012,"NCRN",287000,4394750,2,"Graminoids",1,0.833333333333333,43.25,10,83.3333333333333
"217","CATO","CATO-0016",2012,"NCRN",287000,4394750,2,"Herbaceous",3,1.08333333333333,37.5833333333333,11,91.6666666666667
"218","CATO","CATO-0016",2012,"NCRN",287000,4394750,2,"Shrubs-Micro",0,0,NA,0,0
"219","CATO","CATO-0016",2012,"NCRN",287000,4394750,2,"Shrubs-Quad",1,0.0833333333333333,0.583333333333333,1,8.33333333333333
"220","CATO","CATO-0016",2012,"NCRN",287000,4394750,2,"Trees",1,0.0833333333333333,NA,1,8.33333333333333
"221","CATO","CATO-0035",2015,"NCRN",286750,4394000,3,"Graminoids",1,0.416666666666667,21.8333333333333,5,41.6666666666667
"222","CATO","CATO-0035",2015,"NCRN",286750,4394000,3,"Herbaceous",1,0.0833333333333333,2.08333333333333,1,8.33333333333333
"223","CATO","CATO-0035",2015,"NCRN",286750,4394000,3,"Shrubs-Micro",0,0,NA,0,0
"224","CATO","CATO-0035",2015,"NCRN",286750,4394000,3,"Shrubs-Quad",1,0.25,5.08333333333333,3,25
"225","CATO","CATO-0035",2015,"NCRN",286750,4394000,3,"Trees",0,0,NA,0,0
"226","CATO","CATO-0035",2007,"NCRN",286750,4394000,1,"Graminoids",0,0,0,0,0
"227","CATO","CATO-0035",2007,"NCRN",286750,4394000,1,"Herbaceous",0,0,0,0,0
"228","CATO","CATO-0035",2007,"NCRN",286750,4394000,1,"Shrubs-Micro",0,0,NA,0,0
"229","CATO","CATO-0035",2007,"NCRN",286750,4394000,1,"Shrubs-Quad",0,0,0,0,0
"230","CATO","CATO-0035",2007,"NCRN",286750,4394000,1,"Trees",0,0,NA,0,0
"231","CATO","CATO-0035",2011,"NCRN",286750,4394000,2,"Graminoids",1,0.0833333333333333,6.25,1,8.33333333333333
"232","CATO","CATO-0035",2011,"NCRN",286750,4394000,2,"Herbaceous",1,0.0833333333333333,0.583333333333333,1,8.33333333333333
"233","CATO","CATO-0035",2011,"NCRN",286750,4394000,2,"Shrubs-Micro",0,0,NA,0,0
"234","CATO","CATO-0035",2011,"NCRN",286750,4394000,2,"Shrubs-Quad",0,0,0,0,0
"235","CATO","CATO-0035",2011,"NCRN",286750,4394000,2,"Trees",0,0,NA,0,0
"236","CATO","CATO-0037",2015,"NCRN",287250,4394000,3,"Graminoids",1,0.916666666666667,23.4166666666667,11,91.6666666666667
