"","park","plot_name","year","network","x_coord","y_coord","cycle","num.plot.spp","avg.quad.r","avg.cover","quad.freq","qpct.freq"
"155","CATO","CATO-0313",2015,"NCRN",292000,4390250,3,0,0,0,0,0
"156","CATO","CATO-0316",2007,"NCRN",288250,4390000,1,0,0,0,0,0
"157","CATO","CATO-0316",2011,"NCRN",288250,4390000,2,0,0,0,0,0
"158","CATO","CATO-0316",2015,"NCRN",288250,4390000,3,0,0,0,0,0
"159","CATO","CATO-0330",2010,"NCRN",291750,4390000,1,0,0,0,0,0
"160","CATO","CATO-0330",2014,"NCRN",291750,4390000,2,1,0.0833333333333333,0.583333333333333,1,8.33333333333333
"161","CATO","CATO-0330",2018,"NCRN",291750,4390000,3,3,0.333333333333333,5.5,3,25
"162","CATO","CATO-0331",2010,"NCRN",292000,4390000,1,0,0,0,0,0
"163","CATO","CATO-0331",2014,"NCRN",292000,4390000,2,0,0,0,0,0
"164","CATO","CATO-0331",2018,"NCRN",292000,4390000,3,0,0,0,0,0
"165","CATO","CATO-0333",2008,"NCRN",288750,4389750,1,1,0.25,0.25,3,25
"166","CATO","CATO-0333",2012,"NCRN",288750,4389750,2,2,0.416666666666667,1.91666666666667,4,33.3333333333333
"167","CATO","CATO-0333",2016,"NCRN",288750,4389750,3,2,0.666666666666667,1.16666666666667,7,58.3333333333333
"168","CATO","CATO-0346",2010,"NCRN",291250,4389500,1,0,0,0,0,0
"169","CATO","CATO-0346",2014,"NCRN",291250,4389500,2,0,0,0,0,0
"170","CATO","CATO-0346",2018,"NCRN",291250,4389500,3,0,0,0,0,0
"171","CATO","CATO-0347",2007,"NCRN",291500,4389500,1,0,0,0,0,0
"172","CATO","CATO-0347",2011,"NCRN",291500,4389500,2,0,0,0,0,0
"173","CATO","CATO-0347",2015,"NCRN",291500,4389500,3,0,0,0,0,0
"174","CATO","CATO-0359",2010,"NCRN",291250,4389000,1,0,0,0,0,0
"175","CATO","CATO-0359",2014,"NCRN",291250,4389000,2,3,0.416666666666667,13.75,3,25
"176","CATO","CATO-0359",2018,"NCRN",291250,4389000,3,4,0.75,19.9166666666667,6,50
"177","CATO","CATO-0365",2010,"NCRN",291250,4388500,1,0,0,0,0,0
"178","CATO","CATO-0365",2014,"NCRN",291250,4388500,2,0,0,0,0,0
"179","CATO","CATO-0365",2018,"NCRN",291250,4388500,3,0,0,0,0,0
"180","CHOH","CHOH-0006",2010,"NCRN",226000,4398500,1,5,1.75,2.08333333333333,10,83.3333333333333
"181","CHOH","CHOH-0006",2014,"NCRN",226000,4398500,2,6,3.41666666666667,52.0833333333333,12,100
"182","CHOH","CHOH-0006",2018,"NCRN",226000,4398500,3,7,3.25,63.1666666666667,12,100
"183","CHOH","CHOH-0015",2009,"NCRN",231500,4398000,1,5,1.91666666666667,83.3333333333333,12,100
"184","CHOH","CHOH-0015",2013,"NCRN",231500,4398000,2,6,2.41666666666667,45.3333333333333,12,100
"185","CHOH","CHOH-0015",2017,"NCRN",231500,4398000,3,1,0,0,0,0
"186","CHOH","CHOH-0026",2010,"NCRN",233500,4397250,1,1,0.25,0.416666666666667,3,25
"187","CHOH","CHOH-0026",2014,"NCRN",233500,4397250,2,2,0.833333333333333,1.66666666666667,8,66.6666666666667
"188","CHOH","CHOH-0026",2018,"NCRN",233500,4397250,3,3,1,3.33333333333333,11,91.6666666666667
"189","CHOH","CHOH-0069",2009,"NCRN",221250,4393500,1,7,1.66666666666667,14.1666666666667,8,66.6666666666667
"190","CHOH","CHOH-0069",2013,"NCRN",221250,4393500,2,9,2.33333333333333,20.3333333333333,10,83.3333333333333
"191","CHOH","CHOH-0069",2017,"NCRN",221250,4393500,3,6,1.16666666666667,9.83333333333333,9,75
"192","CHOH","CHOH-0075",2009,"NCRN",238250,4393250,1,3,1.33333333333333,28.9166666666667,10,83.3333333333333
"193","CHOH","CHOH-0075",2013,"NCRN",238250,4393250,2,3,1.66666666666667,64,11,91.6666666666667
"194","CHOH","CHOH-0075",2017,"NCRN",238250,4393250,3,1,1,50.3333333333333,12,100
"195","CHOH","CHOH-0102",2010,"NCRN",239000,4392500,1,3,1.41666666666667,21.0833333333333,10,83.3333333333333
"196","CHOH","CHOH-0102",2014,"NCRN",239000,4392500,2,4,2.25,21.3333333333333,12,100
"197","CHOH","CHOH-0102",2018,"NCRN",239000,4392500,3,3,1.5,8.25,11,91.6666666666667
"198","CHOH","CHOH-0239",2010,"NCRN",249000,4389250,1,10,3.5,20.5833333333333,12,100
"199","CHOH","CHOH-0239",2014,"NCRN",249000,4389250,2,10,4.75,37.25,12,100
"200","CHOH","CHOH-0239",2018,"NCRN",249000,4389250,3,9,5.91666666666667,42.6666666666667,12,100
"201","CHOH","CHOH-0247",2008,"NCRN",245750,4389000,1,7,3.58333333333333,52.9166666666667,12,100
"202","CHOH","CHOH-0247",2012,"NCRN",245750,4389000,2,8,3.91666666666667,56.6666666666667,12,100
"203","CHOH","CHOH-0247",2016,"NCRN",245750,4389000,3,12,5.91666666666667,64.5833333333333,12,100
"204","CHOH","CHOH-0256",2008,"NCRN",179250,4388750,1,4,2.16666666666667,8.5,12,100
"205","CHOH","CHOH-0256",2012,"NCRN",179250,4388750,2,6,2.33333333333333,8.83333333333333,12,100
"206","CHOH","CHOH-0256",2016,"NCRN",179250,4388750,3,6,3.41666666666667,48.25,12,100
"207","CHOH","CHOH-0262",2010,"NCRN",245500,4388750,1,5,2.5,46,12,100
"208","CHOH","CHOH-0262",2014,"NCRN",245500,4388750,2,7,2.41666666666667,45.9166666666667,12,100
"209","CHOH","CHOH-0262",2018,"NCRN",245500,4388750,3,5,2.66666666666667,35.1666666666667,12,100
"210","CHOH","CHOH-0265",2009,"NCRN",246250,4388750,1,8,3.33333333333333,61.4166666666667,12,100
"211","CHOH","CHOH-0265",2013,"NCRN",246250,4388750,2,8,4.58333333333333,80.4166666666667,12,100
"212","CHOH","CHOH-0265",2017,"NCRN",246250,4388750,3,9,4.16666666666667,64.1666666666667,12,100
"213","CHOH","CHOH-0269",2009,"NCRN",247250,4388750,1,10,5.16666666666667,85.0833333333333,12,100
"214","CHOH","CHOH-0269",2013,"NCRN",247250,4388750,2,9,5.41666666666667,93.6666666666667,12,100
"215","CHOH","CHOH-0269",2017,"NCRN",247250,4388750,3,9,4.66666666666667,61.9166666666667,12,100
"216","CHOH","CHOH-0271",2009,"NCRN",249000,4388750,1,11,3.41666666666667,90.75,12,100
"217","CHOH","CHOH-0271",2013,"NCRN",249000,4388750,2,11,3.75,109,12,100
"218","CHOH","CHOH-0271",2017,"NCRN",249000,4388750,3,10,2.91666666666667,83,12,100
"219","CHOH","CHOH-0281",2007,"NCRN",206750,4388500,1,6,2.83333333333333,31,12,100
"220","CHOH","CHOH-0281",2011,"NCRN",206750,4388500,2,6,2.41666666666667,72.0833333333333,12,100
"221","CHOH","CHOH-0281",2015,"NCRN",206750,4388500,3,5,2.41666666666667,75.5833333333333,12,100
"222","CHOH","CHOH-0380",2008,"NCRN",244000,4387750,1,7,2.58333333333333,66.5,12,100
"223","CHOH","CHOH-0380",2012,"NCRN",244000,4387750,2,5,2.33333333333333,69.5,12,100
"224","CHOH","CHOH-0380",2016,"NCRN",244000,4387750,3,6,2.58333333333333,81.4166666666667,12,100
"225","CHOH","CHOH-0403",2008,"NCRN",247000,4387500,1,8,3.58333333333333,76.0833333333333,12,100
"226","CHOH","CHOH-0403",2012,"NCRN",247000,4387500,2,8,4,89.9166666666667,12,100
"227","CHOH","CHOH-0403",2016,"NCRN",247000,4387500,3,10,3.66666666666667,106.083333333333,12,100
"228","CHOH","CHOH-0440",2010,"NCRN",247500,4387000,1,4,2.08333333333333,93.1666666666667,12,100
"229","CHOH","CHOH-0440",2014,"NCRN",247500,4387000,2,5,2.75,108.333333333333,12,100
"230","CHOH","CHOH-0440",2018,"NCRN",247500,4387000,3,4,2.75,97.4166666666667,12,100
"231","CHOH","CHOH-0443",2010,"NCRN",202750,4386750,1,2,0.833333333333333,2.83333333333333,9,75
"232","CHOH","CHOH-0443",2014,"NCRN",202750,4386750,2,6,1.58333333333333,4.25,11,91.6666666666667
"233","CHOH","CHOH-0443",2018,"NCRN",202750,4386750,3,4,0.583333333333333,2.91666666666667,6,50
"234","CHOH","CHOH-0488",2009,"NCRN",203000,4385250,1,0,0,0,0,0
"235","CHOH","CHOH-0488",2013,"NCRN",203000,4385250,2,0,0,0,0,0
"236","CHOH","CHOH-0488",2017,"NCRN",203000,4385250,3,0,0,0,0,0
"237","CHOH","CHOH-0489",2007,"NCRN",203250,4385250,1,0,0,0,0,0
"238","CHOH","CHOH-0489",2011,"NCRN",203250,4385250,2,0,0,0,0,0
"239","CHOH","CHOH-0489",2015,"NCRN",203250,4385250,3,0,0,0,0,0
"240","CHOH","CHOH-0539",2010,"NCRN",183500,4384000,1,5,1.91666666666667,70,12,100
"241","CHOH","CHOH-0539",2014,"NCRN",183500,4384000,2,6,2.5,57.75,12,100
"242","CHOH","CHOH-0539",2018,"NCRN",183500,4384000,3,6,2.33333333333333,86.0833333333333,12,100
"243","CHOH","CHOH-0577",2010,"NCRN",202250,4383500,1,1,0,0,0,0
"244","CHOH","CHOH-0577",2014,"NCRN",202250,4383500,2,2,0.25,0.25,3,25
"245","CHOH","CHOH-0577",2018,"NCRN",202250,4383500,3,3,0.333333333333333,2.08333333333333,4,33.3333333333333
"246","CHOH","CHOH-0586",2008,"NCRN",185000,4383250,1,7,2,72,12,100
"247","CHOH","CHOH-0586",2012,"NCRN",185000,4383250,2,5,2,52.0833333333333,12,100
"248","CHOH","CHOH-0586",2016,"NCRN",185000,4383250,3,7,2.66666666666667,73,12,100
"249","CHOH","CHOH-0679",2007,"NCRN",202250,4382500,1,4,2.83333333333333,50.3333333333333,12,100
"250","CHOH","CHOH-0679",2011,"NCRN",202250,4382500,2,4,2.5,70.3333333333333,12,100
"251","CHOH","CHOH-0679",2015,"NCRN",202250,4382500,3,4,2.75,80,12,100
"252","CHOH","CHOH-0684",2009,"NCRN",203500,4382500,1,6,2.33333333333333,15.5,12,100
"253","CHOH","CHOH-0684",2013,"NCRN",203500,4382500,2,9,2.25,25.8333333333333,10,83.3333333333333
"254","CHOH","CHOH-0684",2017,"NCRN",203500,4382500,3,9,2.91666666666667,62.75,12,100
"255","CHOH","CHOH-0741",2009,"NCRN",202250,4381000,1,7,2.91666666666667,25.6666666666667,12,100
"256","CHOH","CHOH-0741",2013,"NCRN",202250,4381000,2,9,3.83333333333333,66,12,100
"257","CHOH","CHOH-0741",2017,"NCRN",202250,4381000,3,7,3.58333333333333,66.75,12,100
"258","CHOH","CHOH-0775",2007,"NCRN",255500,4379000,1,5,1.5,14.5,12,100
"259","CHOH","CHOH-0775",2011,"NCRN",255500,4379000,2,7,2.75,23.4166666666667,12,100
"260","CHOH","CHOH-0775",2015,"NCRN",255500,4379000,3,6,2.83333333333333,37.3333333333333,12,100
"261","CHOH","CHOH-0776",2010,"NCRN",255500,4378750,1,8,2.08333333333333,8.41666666666667,11,91.6666666666667
"262","CHOH","CHOH-0776",2014,"NCRN",255500,4378750,2,7,2.66666666666667,58.4166666666667,12,100
"263","CHOH","CHOH-0776",2018,"NCRN",255500,4378750,3,7,3,59.25,12,100
"264","CHOH","CHOH-0788",2010,"NCRN",255250,4378250,1,7,3.5,18.9166666666667,12,100
"265","CHOH","CHOH-0788",2014,"NCRN",255250,4378250,2,7,3.83333333333333,67.4166666666667,12,100
"266","CHOH","CHOH-0788",2018,"NCRN",255250,4378250,3,7,4.33333333333333,69.4166666666667,12,100
"267","CHOH","CHOH-0847",2009,"NCRN",259750,4373000,1,5,1.75,18,12,100
"268","CHOH","CHOH-0847",2013,"NCRN",259750,4373000,2,6,2.41666666666667,14.8333333333333,12,100
