"network","park","plot_name","plot_number","x_coord","y_coord","mean.lat","lat.rank","year","cycle","guild","plot.freq","avg.quad.r","avg.cover","quad.freq","qpct.freq","num.plot.spp"
"NETN","ACAD","ACAD-004",4,556272,4914012,4905413.5752381,20,2010,1,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-004",4,556272,4914012,4905413.5752381,20,2010,1,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-004",4,556272,4914012,4905413.5752381,20,2010,1,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-004",4,556272,4914012,4905413.5752381,20,2010,1,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-004",4,556272,4914012,4905413.5752381,20,2014,2,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-004",4,556272,4914012,4905413.5752381,20,2014,2,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-004",4,556272,4914012,4905413.5752381,20,2014,2,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-004",4,556272,4914012,4905413.5752381,20,2014,2,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-004",4,556272,4914012,4905413.5752381,20,2018,3,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-004",4,556272,4914012,4905413.5752381,20,2018,3,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-004",4,556272,4914012,4905413.5752381,20,2018,3,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-004",4,556272,4914012,4905413.5752381,20,2018,3,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-005",5,563669,4911926,4905413.5752381,20,2010,1,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-005",5,563669,4911926,4905413.5752381,20,2010,1,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-005",5,563669,4911926,4905413.5752381,20,2010,1,"Shrub",1,0,0,0,0,1
"NETN","ACAD","ACAD-005",5,563669,4911926,4905413.5752381,20,2010,1,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-005",5,563669,4911926,4905413.5752381,20,2014,2,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-005",5,563669,4911926,4905413.5752381,20,2014,2,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-005",5,563669,4911926,4905413.5752381,20,2014,2,"Shrub",1,0,0,0,0,1
"NETN","ACAD","ACAD-005",5,563669,4911926,4905413.5752381,20,2014,2,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-005",5,563669,4911926,4905413.5752381,20,2018,3,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-005",5,563669,4911926,4905413.5752381,20,2018,3,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-005",5,563669,4911926,4905413.5752381,20,2018,3,"Shrub",1,0,0,0,0,1
"NETN","ACAD","ACAD-005",5,563669,4911926,4905413.5752381,20,2018,3,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-006",6,556874,4909854,4905413.5752381,20,2010,1,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-006",6,556874,4909854,4905413.5752381,20,2010,1,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-006",6,556874,4909854,4905413.5752381,20,2010,1,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-006",6,556874,4909854,4905413.5752381,20,2010,1,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-006",6,556874,4909854,4905413.5752381,20,2014,2,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-006",6,556874,4909854,4905413.5752381,20,2014,2,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-006",6,556874,4909854,4905413.5752381,20,2014,2,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-006",6,556874,4909854,4905413.5752381,20,2014,2,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-006",6,556874,4909854,4905413.5752381,20,2018,3,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-006",6,556874,4909854,4905413.5752381,20,2018,3,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-006",6,556874,4909854,4905413.5752381,20,2018,3,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-006",6,556874,4909854,4905413.5752381,20,2018,3,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-007",7,556675,4910889,4905413.5752381,20,2010,1,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-007",7,556675,4910889,4905413.5752381,20,2010,1,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-007",7,556675,4910889,4905413.5752381,20,2010,1,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-007",7,556675,4910889,4905413.5752381,20,2010,1,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-007",7,556675,4910889,4905413.5752381,20,2014,2,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-007",7,556675,4910889,4905413.5752381,20,2014,2,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-007",7,556675,4910889,4905413.5752381,20,2014,2,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-007",7,556675,4910889,4905413.5752381,20,2014,2,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-007",7,556675,4910889,4905413.5752381,20,2018,3,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-007",7,556675,4910889,4905413.5752381,20,2018,3,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-007",7,556675,4910889,4905413.5752381,20,2018,3,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-007",7,556675,4910889,4905413.5752381,20,2018,3,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-008",8,558967,4908990,4905413.5752381,20,2010,1,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-008",8,558967,4908990,4905413.5752381,20,2010,1,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-008",8,558967,4908990,4905413.5752381,20,2010,1,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-008",8,558967,4908990,4905413.5752381,20,2010,1,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-008",8,558967,4908990,4905413.5752381,20,2014,2,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-008",8,558967,4908990,4905413.5752381,20,2014,2,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-008",8,558967,4908990,4905413.5752381,20,2014,2,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-008",8,558967,4908990,4905413.5752381,20,2014,2,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-008",8,558967,4908990,4905413.5752381,20,2018,3,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-008",8,558967,4908990,4905413.5752381,20,2018,3,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-008",8,558967,4908990,4905413.5752381,20,2018,3,"Shrub",1,0,0,0,0,1
"NETN","ACAD","ACAD-008",8,558967,4908990,4905413.5752381,20,2018,3,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-009",9,562369,4907600,4905413.5752381,20,2010,1,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-009",9,562369,4907600,4905413.5752381,20,2010,1,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-009",9,562369,4907600,4905413.5752381,20,2010,1,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-009",9,562369,4907600,4905413.5752381,20,2010,1,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-009",9,562369,4907600,4905413.5752381,20,2014,2,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-009",9,562369,4907600,4905413.5752381,20,2014,2,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-009",9,562369,4907600,4905413.5752381,20,2014,2,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-009",9,562369,4907600,4905413.5752381,20,2014,2,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-009",9,562369,4907600,4905413.5752381,20,2018,3,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-009",9,562369,4907600,4905413.5752381,20,2018,3,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-009",9,562369,4907600,4905413.5752381,20,2018,3,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-009",9,562369,4907600,4905413.5752381,20,2018,3,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-010",10,558371,4914868,4905413.5752381,20,2010,1,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-010",10,558371,4914868,4905413.5752381,20,2010,1,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-010",10,558371,4914868,4905413.5752381,20,2010,1,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-010",10,558371,4914868,4905413.5752381,20,2010,1,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-010",10,558371,4914868,4905413.5752381,20,2014,2,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-010",10,558371,4914868,4905413.5752381,20,2014,2,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-010",10,558371,4914868,4905413.5752381,20,2014,2,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-010",10,558371,4914868,4905413.5752381,20,2014,2,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-010",10,558371,4914868,4905413.5752381,20,2018,3,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-010",10,558371,4914868,4905413.5752381,20,2018,3,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-010",10,558371,4914868,4905413.5752381,20,2018,3,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-010",10,558371,4914868,4905413.5752381,20,2018,3,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-011",11,558171,4912797,4905413.5752381,20,2010,1,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-011",11,558171,4912797,4905413.5752381,20,2010,1,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-011",11,558171,4912797,4905413.5752381,20,2010,1,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-011",11,558171,4912797,4905413.5752381,20,2010,1,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-011",11,558171,4912797,4905413.5752381,20,2014,2,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-011",11,558171,4912797,4905413.5752381,20,2014,2,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-011",11,558171,4912797,4905413.5752381,20,2014,2,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-011",11,558171,4912797,4905413.5752381,20,2014,2,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-011",11,558171,4912797,4905413.5752381,20,2018,3,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-011",11,558171,4912797,4905413.5752381,20,2018,3,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-011",11,558171,4912797,4905413.5752381,20,2018,3,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-011",11,558171,4912797,4905413.5752381,20,2018,3,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-012",12,559064,4916430,4905413.5752381,20,2010,1,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-012",12,559064,4916430,4905413.5752381,20,2010,1,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-012",12,559064,4916430,4905413.5752381,20,2010,1,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-012",12,559064,4916430,4905413.5752381,20,2010,1,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-012",12,559064,4916430,4905413.5752381,20,2014,2,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-012",12,559064,4916430,4905413.5752381,20,2014,2,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-012",12,559064,4916430,4905413.5752381,20,2014,2,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-012",12,559064,4916430,4905413.5752381,20,2014,2,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-012",12,559064,4916430,4905413.5752381,20,2018,3,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-012",12,559064,4916430,4905413.5752381,20,2018,3,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-012",12,559064,4916430,4905413.5752381,20,2018,3,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-012",12,559064,4916430,4905413.5752381,20,2018,3,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-013",13,559867,4916780,4905413.5752381,20,2010,1,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-013",13,559867,4916780,4905413.5752381,20,2010,1,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-013",13,559867,4916780,4905413.5752381,20,2010,1,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-013",13,559867,4916780,4905413.5752381,20,2010,1,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-013",13,559867,4916780,4905413.5752381,20,2014,2,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-013",13,559867,4916780,4905413.5752381,20,2014,2,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-013",13,559867,4916780,4905413.5752381,20,2014,2,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-013",13,559867,4916780,4905413.5752381,20,2014,2,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-013",13,559867,4916780,4905413.5752381,20,2018,3,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-013",13,559867,4916780,4905413.5752381,20,2018,3,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-013",13,559867,4916780,4905413.5752381,20,2018,3,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-013",13,559867,4916780,4905413.5752381,20,2018,3,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-014",14,559967,4914179,4905413.5752381,20,2010,1,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-014",14,559967,4914179,4905413.5752381,20,2010,1,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-014",14,559967,4914179,4905413.5752381,20,2010,1,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-014",14,559967,4914179,4905413.5752381,20,2010,1,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-014",14,559967,4914179,4905413.5752381,20,2014,2,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-014",14,559967,4914179,4905413.5752381,20,2014,2,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-014",14,559967,4914179,4905413.5752381,20,2014,2,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-014",14,559967,4914179,4905413.5752381,20,2014,2,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-014",14,559967,4914179,4905413.5752381,20,2018,3,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-014",14,559967,4914179,4905413.5752381,20,2018,3,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-014",14,559967,4914179,4905413.5752381,20,2018,3,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-014",14,559967,4914179,4905413.5752381,20,2018,3,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-015",15,555066,4914001,4905413.5752381,20,2010,1,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-015",15,555066,4914001,4905413.5752381,20,2010,1,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-015",15,555066,4914001,4905413.5752381,20,2010,1,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-015",15,555066,4914001,4905413.5752381,20,2010,1,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-015",15,555066,4914001,4905413.5752381,20,2014,2,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-015",15,555066,4914001,4905413.5752381,20,2014,2,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-015",15,555066,4914001,4905413.5752381,20,2014,2,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-015",15,555066,4914001,4905413.5752381,20,2014,2,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-015",15,555066,4914001,4905413.5752381,20,2018,3,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-015",15,555066,4914001,4905413.5752381,20,2018,3,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-015",15,555066,4914001,4905413.5752381,20,2018,3,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-015",15,555066,4914001,4905413.5752381,20,2018,3,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-016",16,550771,4905507,4905413.5752381,20,2010,1,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-016",16,550771,4905507,4905413.5752381,20,2010,1,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-016",16,550771,4905507,4905413.5752381,20,2010,1,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-016",16,550771,4905507,4905413.5752381,20,2010,1,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-016",16,550771,4905507,4905413.5752381,20,2014,2,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-016",16,550771,4905507,4905413.5752381,20,2014,2,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-016",16,550771,4905507,4905413.5752381,20,2014,2,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-016",16,550771,4905507,4905413.5752381,20,2014,2,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-016",16,550771,4905507,4905413.5752381,20,2018,3,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-016",16,550771,4905507,4905413.5752381,20,2018,3,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-016",16,550771,4905507,4905413.5752381,20,2018,3,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-016",16,550771,4905507,4905413.5752381,20,2018,3,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-017",17,549172,4904476,4905413.5752381,20,2010,1,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-017",17,549172,4904476,4905413.5752381,20,2010,1,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-017",17,549172,4904476,4905413.5752381,20,2010,1,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-017",17,549172,4904476,4905413.5752381,20,2010,1,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-017",17,549172,4904476,4905413.5752381,20,2014,2,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-017",17,549172,4904476,4905413.5752381,20,2014,2,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-017",17,549172,4904476,4905413.5752381,20,2014,2,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-017",17,549172,4904476,4905413.5752381,20,2014,2,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-017",17,549172,4904476,4905413.5752381,20,2018,3,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-017",17,549172,4904476,4905413.5752381,20,2018,3,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-017",17,549172,4904476,4905413.5752381,20,2018,3,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-017",17,549172,4904476,4905413.5752381,20,2018,3,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-018",18,551671,4903276,4905413.5752381,20,2010,1,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-018",18,551671,4903276,4905413.5752381,20,2010,1,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-018",18,551671,4903276,4905413.5752381,20,2010,1,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-018",18,551671,4903276,4905413.5752381,20,2010,1,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-018",18,551671,4903276,4905413.5752381,20,2014,2,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-018",18,551671,4903276,4905413.5752381,20,2014,2,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-018",18,551671,4903276,4905413.5752381,20,2014,2,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-018",18,551671,4903276,4905413.5752381,20,2014,2,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-018",18,551671,4903276,4905413.5752381,20,2018,3,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-018",18,551671,4903276,4905413.5752381,20,2018,3,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-018",18,551671,4903276,4905413.5752381,20,2018,3,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-018",18,551671,4903276,4905413.5752381,20,2018,3,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-019",19,548367,4908618,4905413.5752381,20,2010,1,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-019",19,548367,4908618,4905413.5752381,20,2010,1,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-019",19,548367,4908618,4905413.5752381,20,2010,1,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-019",19,548367,4908618,4905413.5752381,20,2010,1,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-019",19,548367,4908618,4905413.5752381,20,2014,2,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-019",19,548367,4908618,4905413.5752381,20,2014,2,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-019",19,548367,4908618,4905413.5752381,20,2014,2,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-019",19,548367,4908618,4905413.5752381,20,2014,2,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-019",19,548367,4908618,4905413.5752381,20,2018,3,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-019",19,548367,4908618,4905413.5752381,20,2018,3,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-019",19,548367,4908618,4905413.5752381,20,2018,3,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-019",19,548367,4908618,4905413.5752381,20,2018,3,"Tree",0,0,0,0,0,0
"NETN","ACAD","ACAD-020",20,528957,4876073,4905413.5752381,20,2010,1,"Graminoid",0,0,0,0,0,0
"NETN","ACAD","ACAD-020",20,528957,4876073,4905413.5752381,20,2010,1,"Herbaceous",0,0,0,0,0,0
"NETN","ACAD","ACAD-020",20,528957,4876073,4905413.5752381,20,2010,1,"Shrub",0,0,0,0,0,0
"NETN","ACAD","ACAD-020",20,528957,4876073,4905413.5752381,20,2010,1,"Tree",0,0,0,0,0,0
