"network","park","plot_name","plot_number","x_coord","y_coord","mean.lat","lat.rank","year","cycle","plot.freq","avg.quad.r","avg.cover","quad.freq","qpct.freq","num.plot.spp"
"NETN","ACAD","ACAD-053",53,554176,4906208,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-053",53,554176,4906208,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-053",53,554176,4906208,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-054",54,553765,4907246,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-054",54,553765,4907246,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-054",54,553765,4907246,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-055",55,548358,4906911,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-055",55,548358,4906911,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-055",55,548358,4906911,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-056",56,561775,4908275,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-056",56,561775,4908275,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-056",56,561775,4908275,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-057",57,550659,4905326,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-057",57,550659,4905326,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-057",57,550659,4905326,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-058",58,560870,4917126,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-058",58,560870,4917126,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-058",58,560870,4917126,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-059",59,560361,4914871,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-059",59,560361,4914871,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-059",59,560361,4914871,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-060",60,549961,4906903,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-060",60,549961,4906903,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-060",60,549961,4906903,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-061",61,550665,4908113,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-061",61,550665,4908113,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-061",61,550665,4908113,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-062",62,551962,4906895,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-062",62,551962,4906895,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-062",62,551962,4906895,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-063",63,549170,4909678,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-063",63,549170,4909678,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-063",63,549170,4909678,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-064",64,528560,4873997,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-064",64,528560,4873997,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-064",64,528560,4873997,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-065",65,530275,4876948,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-065",65,530275,4876948,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-065",65,530275,4876948,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-066",66,530168,4878153,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-066",66,530168,4878153,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-066",66,530168,4878153,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-067",67,529075,4876247,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-067",67,529075,4876247,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-067",67,529075,4876247,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-068",68,557766,4916949,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-068",68,557766,4916949,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-068",68,557766,4916949,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-069",69,574051,4911929,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-069",69,574051,4911929,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-069",69,574051,4911929,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-070",70,574469,4911235,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-070",70,574469,4911235,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-070",70,574469,4911235,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-071",71,550928,4904805,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-071",71,550928,4904805,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-071",71,550928,4904805,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-072",72,553463,4899795,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-072",72,553463,4899795,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-072",72,553463,4899795,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-073",73,550379,4904119,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-073",73,550379,4904119,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-073",73,550379,4904119,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-074",74,559269,4913298,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-074",74,559269,4913298,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-074",74,559269,4913298,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-075",75,558566,4915207,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-075",75,558566,4915207,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-075",75,558566,4915207,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-076",76,549756,4903445,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-076",76,549756,4903445,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-076",76,549756,4903445,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-077",77,561968,4912441,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-077",77,561968,4912441,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-077",77,561968,4912441,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-078",78,564066,4909161,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-078",78,564066,4909161,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-078",78,564066,4909161,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-079",79,558066,4909154,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-079",79,558066,4909154,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-079",79,558066,4909154,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-080",80,548265,4907767,4905413.5752381,20,2007,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-080",80,548265,4907767,4905413.5752381,20,2011,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-080",80,548265,4907767,4905413.5752381,20,2015,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-081",81,559864,4914357,4905413.5752381,20,2008,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-081",81,559864,4914357,4905413.5752381,20,2012,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-081",81,559864,4914357,4905413.5752381,20,2016,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-082",82,561564,4915563,4905413.5752381,20,2008,1,1,0,0,0,0,2
"NETN","ACAD","ACAD-082",82,561564,4915563,4905413.5752381,20,2012,2,1,0,0,0,0,2
"NETN","ACAD","ACAD-082",82,561564,4915563,4905413.5752381,20,2016,3,1,0.125,0.0125,1,12.5,3
"NETN","ACAD","ACAD-083",83,558164,4917995,4905413.5752381,20,2008,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-083",83,558164,4917995,4905413.5752381,20,2012,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-083",83,558164,4917995,4905413.5752381,20,2016,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-084",84,558472,4917127,4905413.5752381,20,2008,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-084",84,558472,4917127,4905413.5752381,20,2012,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-084",84,558472,4917127,4905413.5752381,20,2016,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-085",85,564770,4908980,4905413.5752381,20,2008,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-085",85,564770,4908980,4905413.5752381,20,2012,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-085",85,564770,4908980,4905413.5752381,20,2016,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-086",86,563968,4909329,4905413.5752381,20,2008,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-086",86,563968,4909329,4905413.5752381,20,2012,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-086",86,563968,4909329,4905413.5752381,20,2016,3,0,0,0,0,0,0
"NETN","ACAD","ACAD-087",87,564966,4909678,4905413.5752381,20,2008,1,0,0,0,0,0,0
"NETN","ACAD","ACAD-087",87,564966,4909678,4905413.5752381,20,2012,2,0,0,0,0,0,0
"NETN","ACAD","ACAD-087",87,564966,4909678,4905413.5752381,20,2016,3,0,0,0,0,0,0
