network,park,plot_name,plot_number,x_coord,y_coord,year,cycle,guild,plot.freq,ave.quad.r,avg.cover,quad.freq,qpct.freq,num.plot.spp
ERMN,ALPO,ALPO-041,41,709393,4480081,2016,3,Graminoid,0,0,0,0,0,0
ERMN,ALPO,ALPO-041,41,709393,4480081,2016,3,Herbaceous,0,0,0,0,0,0
ERMN,ALPO,ALPO-041,41,709393,4480081,2016,3,Shrub,0,0,0,0,0,0
ERMN,ALPO,ALPO-041,41,709393,4480081,2016,3,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-047,47,710190,4479272,2009,1,Graminoid,1,0.083333333,0.008333333,1,0.083333333,1
ERMN,ALPO,ALPO-047,47,710190,4479272,2009,1,Herbaceous,0,0,0,0,0,0
ERMN,ALPO,ALPO-047,47,710190,4479272,2009,1,Shrub,0,0,0,0,0,0
ERMN,ALPO,ALPO-047,47,710190,4479272,2009,1,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-047,47,710190,4479272,2013,2,Graminoid,1,0.166666667,0.016666667,2,0.166666667,1
ERMN,ALPO,ALPO-047,47,710190,4479272,2013,2,Herbaceous,0,0,0,0,0,0
ERMN,ALPO,ALPO-047,47,710190,4479272,2013,2,Shrub,0,0,0,0,0,0
ERMN,ALPO,ALPO-047,47,710190,4479272,2013,2,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-047,47,710190,4479272,2017,3,Graminoid,1,0.083333333,0.125,1,0.083333333,1
ERMN,ALPO,ALPO-047,47,710190,4479272,2017,3,Herbaceous,1,0,0,0,0,1
ERMN,ALPO,ALPO-047,47,710190,4479272,2017,3,Shrub,0,0,0,0,0,0
ERMN,ALPO,ALPO-047,47,710190,4479272,2017,3,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-052,52,711845,4478048,2008,1,Graminoid,0,0,0,0,0,0
ERMN,ALPO,ALPO-052,52,711845,4478048,2008,1,Herbaceous,0,0,0,0,0,0
ERMN,ALPO,ALPO-052,52,711845,4478048,2008,1,Shrub,0,0,0,0,0,0
ERMN,ALPO,ALPO-052,52,711845,4478048,2008,1,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-052,52,711845,4478048,2012,2,Graminoid,1,0,0,0,0,1
ERMN,ALPO,ALPO-052,52,711845,4478048,2012,2,Herbaceous,1,0,0,0,0,1
ERMN,ALPO,ALPO-052,52,711845,4478048,2012,2,Shrub,0,0,0,0,0,0
ERMN,ALPO,ALPO-052,52,711845,4478048,2012,2,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-052,52,711845,4478048,2016,3,Graminoid,1,0,0,0,0,1
ERMN,ALPO,ALPO-052,52,711845,4478048,2016,3,Herbaceous,1,0.083333333,0.008333333,1,0.083333333,1
ERMN,ALPO,ALPO-052,52,711845,4478048,2016,3,Shrub,0,0,0,0,0,0
ERMN,ALPO,ALPO-052,52,711845,4478048,2016,3,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-053,53,712084,4478009,2010,1,Graminoid,0,0,0,0,0,0
ERMN,ALPO,ALPO-053,53,712084,4478009,2010,1,Herbaceous,0,0,0,0,0,0
ERMN,ALPO,ALPO-053,53,712084,4478009,2010,1,Shrub,0,0,0,0,0,0
ERMN,ALPO,ALPO-053,53,712084,4478009,2010,1,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-053,53,712084,4478009,2014,2,Graminoid,1,0,0,0,0,1
ERMN,ALPO,ALPO-053,53,712084,4478009,2014,2,Herbaceous,0,0,0,0,0,0
ERMN,ALPO,ALPO-053,53,712084,4478009,2014,2,Shrub,0,0,0,0,0,0
ERMN,ALPO,ALPO-053,53,712084,4478009,2014,2,Tree,1,0,0,0,0,1
ERMN,ALPO,ALPO-053,53,712084,4478009,2018,3,Graminoid,0,0,0,0,0,0
ERMN,ALPO,ALPO-053,53,712084,4478009,2018,3,Herbaceous,1,0.083333333,0.008333333,1,0.083333333,1
ERMN,ALPO,ALPO-053,53,712084,4478009,2018,3,Shrub,0,0,0,0,0,0
ERMN,ALPO,ALPO-053,53,712084,4478009,2018,3,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-059,59,713215,4477272,2010,1,Graminoid,1,0.083333333,0.125,1,0.083333333,1
ERMN,ALPO,ALPO-059,59,713215,4477272,2010,1,Herbaceous,1,0,0,0,0,1
ERMN,ALPO,ALPO-059,59,713215,4477272,2010,1,Shrub,1,0.083333333,0.008333333,1,0.083333333,2
ERMN,ALPO,ALPO-059,59,713215,4477272,2010,1,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-059,59,713215,4477272,2014,2,Graminoid,1,0.583333333,3.458333333,7,0.583333333,1
ERMN,ALPO,ALPO-059,59,713215,4477272,2014,2,Herbaceous,1,0.083333333,0.625,1,0.083333333,1
ERMN,ALPO,ALPO-059,59,713215,4477272,2014,2,Shrub,1,0,0,0,0,2
ERMN,ALPO,ALPO-059,59,713215,4477272,2014,2,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-059,59,713215,4477272,2018,3,Graminoid,1,0.75,31.13333333,9,0.75,1
ERMN,ALPO,ALPO-059,59,713215,4477272,2018,3,Herbaceous,0,0,0,0,0,0
ERMN,ALPO,ALPO-059,59,713215,4477272,2018,3,Shrub,1,0.166666667,0.916666667,2,0.166666667,2
ERMN,ALPO,ALPO-059,59,713215,4477272,2018,3,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-061,61,716084,4477013,2010,1,Graminoid,0,0,0,0,0,0
ERMN,ALPO,ALPO-061,61,716084,4477013,2010,1,Herbaceous,1,1.666666667,23.83333333,11,0.916666667,3
ERMN,ALPO,ALPO-061,61,716084,4477013,2010,1,Shrub,1,0.5,10.66666667,4,0.333333333,4
ERMN,ALPO,ALPO-061,61,716084,4477013,2010,1,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-061,61,716084,4477013,2014,2,Graminoid,1,0.333333333,1.883333333,4,0.333333333,1
ERMN,ALPO,ALPO-061,61,716084,4477013,2014,2,Herbaceous,1,1.583333333,10.09166667,11,0.916666667,5
ERMN,ALPO,ALPO-061,61,716084,4477013,2014,2,Shrub,1,0.916666667,19.66666667,8,0.666666667,6
ERMN,ALPO,ALPO-061,61,716084,4477013,2014,2,Tree,1,0,0,0,0,1
ERMN,ALPO,ALPO-061,61,716084,4477013,2018,3,Graminoid,1,1,59.39166667,12,1,1
ERMN,ALPO,ALPO-061,61,716084,4477013,2018,3,Herbaceous,1,1.75,7.208333333,11,0.916666667,5
ERMN,ALPO,ALPO-061,61,716084,4477013,2018,3,Shrub,1,1.583333333,42.125,11,0.916666667,5
ERMN,ALPO,ALPO-061,61,716084,4477013,2018,3,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-062,62,715455,4476755,2008,1,Graminoid,0,0,0,0,0,0
ERMN,ALPO,ALPO-062,62,715455,4476755,2008,1,Herbaceous,0,0,0,0,0,0
ERMN,ALPO,ALPO-062,62,715455,4476755,2008,1,Shrub,0,0,0,0,0,0
ERMN,ALPO,ALPO-062,62,715455,4476755,2008,1,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-062,62,715455,4476755,2012,2,Graminoid,0,0,0,0,0,0
ERMN,ALPO,ALPO-062,62,715455,4476755,2012,2,Herbaceous,0,0,0,0,0,0
ERMN,ALPO,ALPO-062,62,715455,4476755,2012,2,Shrub,0,0,0,0,0,0
ERMN,ALPO,ALPO-062,62,715455,4476755,2012,2,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-062,62,715455,4476755,2016,3,Graminoid,0,0,0,0,0,0
ERMN,ALPO,ALPO-062,62,715455,4476755,2016,3,Herbaceous,0,0,0,0,0,0
ERMN,ALPO,ALPO-062,62,715455,4476755,2016,3,Shrub,0,0,0,0,0,0
ERMN,ALPO,ALPO-062,62,715455,4476755,2016,3,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-065,65,715318,4476529,2009,1,Graminoid,1,0.083333333,0.291666667,1,0.083333333,1
ERMN,ALPO,ALPO-065,65,715318,4476529,2009,1,Herbaceous,1,0.166666667,0.016666667,2,0.166666667,4
ERMN,ALPO,ALPO-065,65,715318,4476529,2009,1,Shrub,1,0.5,9.933333333,5,0.416666667,5
ERMN,ALPO,ALPO-065,65,715318,4476529,2009,1,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-065,65,715318,4476529,2013,2,Graminoid,1,0.5,9.808333333,6,0.5,1
ERMN,ALPO,ALPO-065,65,715318,4476529,2013,2,Herbaceous,1,0.166666667,0.416666667,2,0.166666667,2
ERMN,ALPO,ALPO-065,65,715318,4476529,2013,2,Shrub,1,0.666666667,3.1,7,0.583333333,5
ERMN,ALPO,ALPO-065,65,715318,4476529,2013,2,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-065,65,715318,4476529,2017,3,Graminoid,1,0.916666667,50,11,0.916666667,1
ERMN,ALPO,ALPO-065,65,715318,4476529,2017,3,Herbaceous,1,0.25,0.875,3,0.25,3
ERMN,ALPO,ALPO-065,65,715318,4476529,2017,3,Shrub,1,1.833333333,18.15833333,12,1,4
ERMN,ALPO,ALPO-065,65,715318,4476529,2017,3,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-069,69,683224,4471760,2008,1,Graminoid,0,0,0,0,0,0
ERMN,ALPO,ALPO-069,69,683224,4471760,2008,1,Herbaceous,0,0,0,0,0,0
ERMN,ALPO,ALPO-069,69,683224,4471760,2008,1,Shrub,0,0,0,0,0,0
ERMN,ALPO,ALPO-069,69,683224,4471760,2008,1,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-069,69,683224,4471760,2012,2,Graminoid,0,0,0,0,0,0
ERMN,ALPO,ALPO-069,69,683224,4471760,2012,2,Herbaceous,1,0.083333333,0.291666667,1,0.083333333,1
ERMN,ALPO,ALPO-069,69,683224,4471760,2012,2,Shrub,0,0,0,0,0,0
ERMN,ALPO,ALPO-069,69,683224,4471760,2012,2,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-069,69,683224,4471760,2016,3,Graminoid,0,0,0,0,0,0
ERMN,ALPO,ALPO-069,69,683224,4471760,2016,3,Herbaceous,1,0,0,0,0,1
ERMN,ALPO,ALPO-069,69,683224,4471760,2016,3,Shrub,0,0,0,0,0,0
ERMN,ALPO,ALPO-069,69,683224,4471760,2016,3,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-072,72,682248,4471273,2008,1,Graminoid,0,0,0,0,0,0
ERMN,ALPO,ALPO-072,72,682248,4471273,2008,1,Herbaceous,0,0,0,0,0,0
ERMN,ALPO,ALPO-072,72,682248,4471273,2008,1,Shrub,0,0,0,0,0,0
ERMN,ALPO,ALPO-072,72,682248,4471273,2008,1,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-072,72,682248,4471273,2012,2,Graminoid,0,0,0,0,0,0
ERMN,ALPO,ALPO-072,72,682248,4471273,2012,2,Herbaceous,1,0.25,2.375,3,0.25,2
ERMN,ALPO,ALPO-072,72,682248,4471273,2012,2,Shrub,1,0.083333333,0.008333333,1,0.083333333,2
ERMN,ALPO,ALPO-072,72,682248,4471273,2012,2,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-072,72,682248,4471273,2016,3,Graminoid,0,0,0,0,0,0
ERMN,ALPO,ALPO-072,72,682248,4471273,2016,3,Herbaceous,1,0.166666667,4.583333333,2,0.166666667,2
ERMN,ALPO,ALPO-072,72,682248,4471273,2016,3,Shrub,1,0,0,0,0,1
ERMN,ALPO,ALPO-072,72,682248,4471273,2016,3,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-077,77,682353,4470016,2011,2,Graminoid,0,0,0,0,0,0
ERMN,ALPO,ALPO-077,77,682353,4470016,2011,2,Herbaceous,1,0.416666667,14.875,5,0.416666667,1
ERMN,ALPO,ALPO-077,77,682353,4470016,2011,2,Shrub,0,0,0,0,0,0
ERMN,ALPO,ALPO-077,77,682353,4470016,2011,2,Tree,0,0,0,0,0,0
ERMN,ALPO,ALPO-077,77,682353,4470016,2015,3,Graminoid,0,0,0,0,0,0
ERMN,ALPO,ALPO-077,77,682353,4470016,2015,3,Herbaceous,0,0,0,0,0,0
ERMN,ALPO,ALPO-077,77,682353,4470016,2015,3,Shrub,1,0,0,0,0,1
ERMN,ALPO,ALPO-077,77,682353,4470016,2015,3,Tree,0,0,0,0,0,0
ERMN,BLUE,BLUE-001,1,502724,4161676,2011,2,Graminoid,0,0,0,0,0,0
ERMN,BLUE,BLUE-001,1,502724,4161676,2011,2,Herbaceous,0,0,0,0,0,0
ERMN,BLUE,BLUE-001,1,502724,4161676,2011,2,Shrub,1,0.083333333,0.008333333,1,0.083333333,1
ERMN,BLUE,BLUE-001,1,502724,4161676,2011,2,Tree,0,0,0,0,0,0
ERMN,BLUE,BLUE-001,1,502724,4161676,2015,3,Graminoid,0,0,0,0,0,0
ERMN,BLUE,BLUE-001,1,502724,4161676,2015,3,Herbaceous,1,0.083333333,0.008333333,1,0.083333333,1
ERMN,BLUE,BLUE-001,1,502724,4161676,2015,3,Shrub,1,0,0,0,0,1
ERMN,BLUE,BLUE-001,1,502724,4161676,2015,3,Tree,0,0,0,0,0,0
ERMN,BLUE,BLUE-003,3,504349,4161433,2008,1,Graminoid,0,0,0,0,0,0
ERMN,BLUE,BLUE-003,3,504349,4161433,2008,1,Herbaceous,1,0.083333333,0.008333333,1,0.083333333,3
ERMN,BLUE,BLUE-003,3,504349,4161433,2008,1,Shrub,1,0,0,0,0,2
ERMN,BLUE,BLUE-003,3,504349,4161433,2008,1,Tree,0,0,0,0,0,0
ERMN,BLUE,BLUE-003,3,504349,4161433,2012,2,Graminoid,0,0,0,0,0,0
ERMN,BLUE,BLUE-003,3,504349,4161433,2012,2,Herbaceous,1,0,0,0,0,1
ERMN,BLUE,BLUE-003,3,504349,4161433,2012,2,Shrub,1,0,0,0,0,3
ERMN,BLUE,BLUE-003,3,504349,4161433,2012,2,Tree,0,0,0,0,0,0
ERMN,BLUE,BLUE-003,3,504349,4161433,2016,3,Graminoid,0,0,0,0,0,0
ERMN,BLUE,BLUE-003,3,504349,4161433,2016,3,Herbaceous,1,0.166666667,0.016666667,2,0.166666667,1
ERMN,BLUE,BLUE-003,3,504349,4161433,2016,3,Shrub,1,0,0,0,0,2
ERMN,BLUE,BLUE-003,3,504349,4161433,2016,3,Tree,0,0,0,0,0,0
ERMN,BLUE,BLUE-004,4,504598,4161426,2011,2,Graminoid,1,0.25,0.141666667,3,0.25,1
ERMN,BLUE,BLUE-004,4,504598,4161426,2011,2,Herbaceous,1,2.166666667,8.683333333,12,1,6
ERMN,BLUE,BLUE-004,4,504598,4161426,2011,2,Shrub,1,0.5,7.3,6,0.5,3
ERMN,BLUE,BLUE-004,4,504598,4161426,2011,2,Tree,0,0,0,0,0,0
ERMN,BLUE,BLUE-004,4,504598,4161426,2015,3,Graminoid,1,0.5,10.21666667,6,0.5,1
ERMN,BLUE,BLUE-004,4,504598,4161426,2015,3,Herbaceous,1,1.166666667,6.833333333,11,0.916666667,4
ERMN,BLUE,BLUE-004,4,504598,4161426,2015,3,Shrub,1,0.583333333,11.45833333,7,0.583333333,3
ERMN,BLUE,BLUE-004,4,504598,4161426,2015,3,Tree,0,0,0,0,0,0
ERMN,BLUE,BLUE-011,11,502355,4160941,2010,1,Graminoid,0,0,0,0,0,0
ERMN,BLUE,BLUE-011,11,502355,4160941,2010,1,Herbaceous,0,0,0,0,0,0
ERMN,BLUE,BLUE-011,11,502355,4160941,2010,1,Shrub,1,0.083333333,0.291666667,1,0.083333333,1
ERMN,BLUE,BLUE-011,11,502355,4160941,2010,1,Tree,0,0,0,0,0,0
