"Event_ID","Location_ID","Unit_Code","Plot_Name","Plot_Number","X_Coord","Y_Coord","Panel","Year","Event_QAQC","cycle","plot.freq","avg.quad.r","avg.cover","quad.freq","qpct.freq","numPlotSpp"
"F101474D-4C3E-4BFE-B818-9C20FEC0F5C7","5A7FE544-C207-4E3B-9F6C-ADDC2F755A7A","ACAD","ACAD-004","004",556272,4914012,1,2018,0,4,0,0,0,0,0,0
"0F35BAE4-FDD3-4CA4-B473-394D296040A1","0B5A0942-F688-4C4A-94CC-28CC7F8D2ECD","ACAD","ACAD-005","005",563669,4911926,1,2010,0,2,1,0,0,0,0,1
"9C6CBBFF-8D3C-4BB2-977F-2196824A548C","0B5A0942-F688-4C4A-94CC-28CC7F8D2ECD","ACAD","ACAD-005","005",563669,4911926,1,2014,0,3,1,0,0,0,0,1
"E767F269-7A9F-480E-BA58-B2A91110696C","0B5A0942-F688-4C4A-94CC-28CC7F8D2ECD","ACAD","ACAD-005","005",563669,4911926,1,2018,0,4,1,0,0,0,0,1
"4602A2B6-A382-4913-9096-F571D1B198AA","03FAF44B-4398-4B32-BE9C-E166FE70335E","ACAD","ACAD-006","006",556874,4909854,1,2010,0,2,0,0,0,0,0,0
"54A916FF-8CB2-4A90-965D-21D4508505F1","03FAF44B-4398-4B32-BE9C-E166FE70335E","ACAD","ACAD-006","006",556874,4909854,1,2014,0,3,0,0,0,0,0,0
"F48CFE68-3C94-472D-BAFD-6E0B97747385","03FAF44B-4398-4B32-BE9C-E166FE70335E","ACAD","ACAD-006","006",556874,4909854,1,2018,0,4,0,0,0,0,0,0
"A4E97882-D7D4-4AC7-A348-13D07B418D92","2B1DBC21-5A31-4C04-A4F0-A5A4640B8336","ACAD","ACAD-007","007",556675,4910889,1,2010,0,2,0,0,0,0,0,0
"52A4684F-BB28-48B5-B9A7-9601E13B40A5","2B1DBC21-5A31-4C04-A4F0-A5A4640B8336","ACAD","ACAD-007","007",556675,4910889,1,2014,0,3,0,0,0,0,0,0
"9BA22599-2FCC-441A-8269-FE0FAEC52E2C","2B1DBC21-5A31-4C04-A4F0-A5A4640B8336","ACAD","ACAD-007","007",556675,4910889,1,2018,0,4,0,0,0,0,0,0
"BD49767B-1820-4ECD-90F9-5F0DC7D822D9","BCCDDD43-38DF-47CA-A6E9-9F93E128DEE0","ACAD","ACAD-008","008",558967,4908990,1,2010,0,2,0,0,0,0,0,0
"E6C840DE-F2F6-4550-B596-23A16E83D667","BCCDDD43-38DF-47CA-A6E9-9F93E128DEE0","ACAD","ACAD-008","008",558967,4908990,1,2014,0,3,0,0,0,0,0,0
"C741CF37-E387-436E-AE81-16D99D9DF1AC","BCCDDD43-38DF-47CA-A6E9-9F93E128DEE0","ACAD","ACAD-008","008",558967,4908990,1,2018,0,4,1,0,0,0,0,1
"0BD97205-588D-420E-BCD1-D9F5DC4A76E3","F70B1D08-0A6B-444E-93F5-7EA1E38C2239","ACAD","ACAD-009","009",562369,4907600,1,2010,0,2,0,0,0,0,0,0
"7899630C-BB69-4364-BB65-4DF77E00B1D4","F70B1D08-0A6B-444E-93F5-7EA1E38C2239","ACAD","ACAD-009","009",562369,4907600,1,2014,0,3,0,0,0,0,0,0
"EC81016C-ABA2-4AC0-9305-2687F5A6ECD9","F70B1D08-0A6B-444E-93F5-7EA1E38C2239","ACAD","ACAD-009","009",562369,4907600,1,2018,0,4,0,0,0,0,0,0
"DDAF5EBB-9C02-4226-9A8D-3E1080CC596A","DA70EB08-D0D6-4C0A-847C-885FA78EA4E9","ACAD","ACAD-010","010",558371,4914868,1,2010,0,2,0,0,0,0,0,0
"87DC98A8-51F8-43DB-AD9C-6077679E8FD7","DA70EB08-D0D6-4C0A-847C-885FA78EA4E9","ACAD","ACAD-010","010",558371,4914868,1,2014,0,3,0,0,0,0,0,0
"E958CAB8-336B-476F-85F4-5A400BC01AC5","DA70EB08-D0D6-4C0A-847C-885FA78EA4E9","ACAD","ACAD-010","010",558371,4914868,1,2018,0,4,0,0,0,0,0,0
"AD31C6D5-9B37-4AC9-BC40-42A523CB45C1","E409F583-09BD-4438-A524-F9398F90D2FA","ACAD","ACAD-011","011",558171,4912797,1,2010,0,2,0,0,0,0,0,0
"9A976BBA-02A3-41D3-9D1F-61001EEACBD1","E409F583-09BD-4438-A524-F9398F90D2FA","ACAD","ACAD-011","011",558171,4912797,1,2014,0,3,0,0,0,0,0,0
"C96E4C38-10F6-4D93-9CAF-AE8108A23425","E409F583-09BD-4438-A524-F9398F90D2FA","ACAD","ACAD-011","011",558171,4912797,1,2018,0,4,0,0,0,0,0,0
"212A6AA3-31E3-4A0A-9406-88A2AF060730","3AB98662-6C3E-4625-8509-39162090FF4B","ACAD","ACAD-012","012",559064,4916430,1,2010,0,2,0,0,0,0,0,0
"81962256-216F-4DE2-9138-E04839054A33","3AB98662-6C3E-4625-8509-39162090FF4B","ACAD","ACAD-012","012",559064,4916430,1,2014,0,3,0,0,0,0,0,0
"E3624B28-E5E9-488F-81E9-5F6F3F41AB22","3AB98662-6C3E-4625-8509-39162090FF4B","ACAD","ACAD-012","012",559064,4916430,1,2018,0,4,0,0,0,0,0,0
"825F82A8-C605-4109-831C-96E5F399A810","2EDA6879-8C4F-49B9-A0E5-BF08F982DB21","ACAD","ACAD-013","013",559867,4916780,1,2010,0,2,0,0,0,0,0,0
"26D37C60-D981-4B68-926F-3B973A5BC2C7","2EDA6879-8C4F-49B9-A0E5-BF08F982DB21","ACAD","ACAD-013","013",559867,4916780,1,2014,0,3,0,0,0,0,0,0
"D3E36F72-D0F1-46C2-B16D-876731253A40","2EDA6879-8C4F-49B9-A0E5-BF08F982DB21","ACAD","ACAD-013","013",559867,4916780,1,2018,0,4,0,0,0,0,0,0
"40DB5232-4D62-4CA3-8EEA-931ADE286EC6","75AEF977-4B70-4A6E-93B2-E39594DDC8B3","ACAD","ACAD-014","014",559967,4914179,1,2010,0,2,0,0,0,0,0,0
"94CDD27A-1E87-438D-8A22-1EA9A0237E66","75AEF977-4B70-4A6E-93B2-E39594DDC8B3","ACAD","ACAD-014","014",559967,4914179,1,2014,0,3,0,0,0,0,0,0
"5DC08597-CA18-469F-A4B3-05D66FA9CB9C","75AEF977-4B70-4A6E-93B2-E39594DDC8B3","ACAD","ACAD-014","014",559967,4914179,1,2018,0,4,0,0,0,0,0,0
"11434C8E-0974-4383-B284-5BB758538217","846ECFE7-BFA7-4E62-BEA1-393651998F43","ACAD","ACAD-015","015",555066,4914001,1,2010,0,2,0,0,0,0,0,0
"9D4B3A20-10CF-4E75-BD77-FE71A5C0E1D0","846ECFE7-BFA7-4E62-BEA1-393651998F43","ACAD","ACAD-015","015",555066,4914001,1,2014,0,3,0,0,0,0,0,0
"CA62D978-6D48-456B-8FA9-1B7CE3B8C360","846ECFE7-BFA7-4E62-BEA1-393651998F43","ACAD","ACAD-015","015",555066,4914001,1,2018,0,4,0,0,0,0,0,0
"FDD25E27-F00E-497C-B236-834779BA95C1","6D89F81B-7C67-46EF-9F6E-B089BB247D43","ACAD","ACAD-016","016",550771,4905507,1,2010,0,2,0,0,0,0,0,0
"ED03EB43-7D57-4341-B0FF-97D45807B1C2","6D89F81B-7C67-46EF-9F6E-B089BB247D43","ACAD","ACAD-016","016",550771,4905507,1,2014,0,3,0,0,0,0,0,0
"E98AE6D3-BF7E-4CDF-8D4F-A65509510FE8","6D89F81B-7C67-46EF-9F6E-B089BB247D43","ACAD","ACAD-016","016",550771,4905507,1,2018,0,4,0,0,0,0,0,0
"5957C030-7F64-4E22-AB0D-CAC4CFA3FCA1","6E474FE2-928D-4156-8053-39A1D6321936","ACAD","ACAD-017","017",549172,4904476,1,2010,0,2,0,0,0,0,0,0
"2BC81A95-42B5-4712-A7F5-A82BB8282C15","6E474FE2-928D-4156-8053-39A1D6321936","ACAD","ACAD-017","017",549172,4904476,1,2014,0,3,0,0,0,0,0,0
"42781C61-E1F2-4709-818F-36966C5DF555","6E474FE2-928D-4156-8053-39A1D6321936","ACAD","ACAD-017","017",549172,4904476,1,2018,0,4,0,0,0,0,0,0
"1DC1F1AE-14F7-4FA7-BEC1-A92D07B12441","4B553F61-2DD9-4F90-91F1-7758A0375197","ACAD","ACAD-018","018",551671,4903276,1,2010,0,2,0,0,0,0,0,0
"205985B0-5ECC-47A2-A61D-ADA5DFA6F74F","4B553F61-2DD9-4F90-91F1-7758A0375197","ACAD","ACAD-018","018",551671,4903276,1,2014,0,3,0,0,0,0,0,0
"CEF423A6-F0EE-492A-9E55-A5738BB0D6D2","4B553F61-2DD9-4F90-91F1-7758A0375197","ACAD","ACAD-018","018",551671,4903276,1,2018,0,4,0,0,0,0,0,0
"0A3D703F-31A8-4246-B88F-49A701D90021","3D9B7B2D-F3BD-44B7-80EB-036997D41EDE","ACAD","ACAD-019","019",548367,4908618,1,2010,0,2,0,0,0,0,0,0
"2454EE7C-1E15-4EB8-8394-1F328391CC1C","3D9B7B2D-F3BD-44B7-80EB-036997D41EDE","ACAD","ACAD-019","019",548367,4908618,1,2014,0,3,0,0,0,0,0,0
"F18B3776-A4E1-4C1E-8F8C-D719906632D1","3D9B7B2D-F3BD-44B7-80EB-036997D41EDE","ACAD","ACAD-019","019",548367,4908618,1,2018,0,4,0,0,0,0,0,0
"5C371B97-995C-4193-B6BB-04F121783020","B6E96FA3-D954-4BA9-AA1B-A5726E7A9682","ACAD","ACAD-020","020",528957,4876073,1,2010,0,2,0,0,0,0,0,0
"47902199-1091-4D2F-A027-23A5CB1B1960","B6E96FA3-D954-4BA9-AA1B-A5726E7A9682","ACAD","ACAD-020","020",528957,4876073,1,2014,0,3,0,0,0,0,0,0
"4FE89CAA-8C37-4F34-8662-037B508AE793","B6E96FA3-D954-4BA9-AA1B-A5726E7A9682","ACAD","ACAD-020","020",528957,4876073,1,2018,0,4,0,0,0,0,0,0
"1F9C3D6B-FBA4-436B-88B8-48E98D791316","E3127192-3BCB-4725-9883-72CCA704BC10","ACAD","ACAD-021","021",528865,4876252,1,2010,0,2,0,0,0,0,0,0
"6BECE8C9-4289-4369-91D9-54A75BC96A57","E3127192-3BCB-4725-9883-72CCA704BC10","ACAD","ACAD-021","021",528865,4876252,1,2014,0,3,0,0,0,0,0,0
"3465E196-E676-423A-9953-CBDA026759B3","E3127192-3BCB-4725-9883-72CCA704BC10","ACAD","ACAD-021","021",528865,4876252,1,2018,0,4,0,0,0,0,0,0
"D4C63251-300A-4DB2-8F02-AE572CC885EC","718D036B-0665-4A02-A7E1-09B729CF9BD9","ACAD","ACAD-022","022",530164,4875038,1,2010,0,2,0,0,0,0,0,0
"2FB0C925-F920-42C9-8875-24727B4EC41A","718D036B-0665-4A02-A7E1-09B729CF9BD9","ACAD","ACAD-022","022",530164,4875038,1,2014,0,3,0,0,0,0,0,0
"704B7F73-DAB9-4EA2-B728-85F06575F433","718D036B-0665-4A02-A7E1-09B729CF9BD9","ACAD","ACAD-022","022",530164,4875038,1,2018,0,4,0,0,0,0,0,0
"BA0D358A-B019-4AA8-9935-BA78CA27D2C6","9A875FD7-4389-43A5-ABB5-03719FC22B4E","ACAD","ACAD-023","023",530975,4876759,1,2010,0,2,0,0,0,0,0,0
"D89935A7-FF6F-491B-9C1E-628668A3C0A7","9A875FD7-4389-43A5-ABB5-03719FC22B4E","ACAD","ACAD-023","023",530975,4876759,1,2014,0,3,0,0,0,0,0,0
"73DA06E1-8BEB-4D24-964E-00CEB5F3B890","9A875FD7-4389-43A5-ABB5-03719FC22B4E","ACAD","ACAD-023","023",530975,4876759,1,2018,0,4,0,0,0,0,0,0
"E7D23A3A-ADC6-4B27-ABF3-33E99739CDFB","DA2B4563-1C9D-46DB-9391-415831BF9BE2","ACAD","ACAD-024","024",549066,4906045,1,2010,0,2,0,0,0,0,0,0
"E0FBBCED-9B83-4271-A16C-E1489F850311","DA2B4563-1C9D-46DB-9391-415831BF9BE2","ACAD","ACAD-024","024",549066,4906045,1,2014,0,3,0,0,0,0,0,0
"F38B257D-BE0A-4BDB-8091-48E535DFACFB","DA2B4563-1C9D-46DB-9391-415831BF9BE2","ACAD","ACAD-024","024",549066,4906045,1,2018,0,4,0,0,0,0,0,0
"688C471B-30B1-4867-B96B-32C45D907614","0DC29EFD-311D-4400-905D-A93AC6641036","ACAD","ACAD-025","025",549369,4906547,1,2010,0,2,0,0,0,0,0,0
"9F84367C-00FF-4888-8925-5790915F7A2B","0DC29EFD-311D-4400-905D-A93AC6641036","ACAD","ACAD-025","025",549369,4906547,1,2014,0,3,0,0,0,0,0,0
"6FD314BF-5EA8-46E4-9F03-0BD41A3B82EE","0DC29EFD-311D-4400-905D-A93AC6641036","ACAD","ACAD-025","025",549369,4906547,1,2018,0,4,0,0,0,0,0,0
"9C579E78-535A-4A6D-9CEA-C75ADE44A1E3","83A36626-CCB0-49B8-B092-E113D0C1A62E","ACAD","ACAD-026","026",548175,4907259,1,2010,0,2,0,0,0,0,0,0
"74233890-C249-4575-B803-E106144DFE66","83A36626-CCB0-49B8-B092-E113D0C1A62E","ACAD","ACAD-026","026",548175,4907259,1,2014,0,3,0,0,0,0,0,0
"4DBD53D9-9D73-4184-9BCE-C022C37BA66C","83A36626-CCB0-49B8-B092-E113D0C1A62E","ACAD","ACAD-026","026",548175,4907259,1,2018,0,4,0,0,0,0,0,0
"AF50840C-EC53-44C6-A162-8B0290D612BC","D110CB2F-5545-4681-879C-87D0045DE07D","ACAD","ACAD-027","027",553767,4900671,1,2010,0,2,0,0,0,0,0,0
"6C85AB92-3E0F-4268-80F7-889730C48A2D","D110CB2F-5545-4681-879C-87D0045DE07D","ACAD","ACAD-027","027",553767,4900671,1,2014,0,3,0,0,0,0,0,0
"2E825784-9E28-4627-8A32-C5D3CD44625F","D110CB2F-5545-4681-879C-87D0045DE07D","ACAD","ACAD-027","027",553767,4900671,1,2018,0,4,0,0,0,0,0,0
"131D7163-863E-430D-945B-A1BE27065FE3","B2C3DB12-4D9C-4B6E-AB8A-06E579FA95DC","ACAD","ACAD-028","028",561453,4906376,1,2010,0,2,0,0,0,0,0,0
"B89B6810-1C24-494C-A28A-B3334337F129","B2C3DB12-4D9C-4B6E-AB8A-06E579FA95DC","ACAD","ACAD-028","028",561453,4906376,1,2014,0,3,0,0,0,0,0,0
"59A2D5F3-DD15-4104-B83E-209FD6497AE2","B2C3DB12-4D9C-4B6E-AB8A-06E579FA95DC","ACAD","ACAD-028","028",561453,4906376,1,2018,0,4,0,0,0,0,0,0
"FF82437E-2951-4D30-AA3E-116F988E6799","ED69EA94-2845-40D0-8387-D584A55B76B6","ACAD","ACAD-029","029",550369,4903785,1,2014,0,3,0,0,0,0,0,0
"70993B18-AAC8-470F-9FC4-4481A45A13CB","ED69EA94-2845-40D0-8387-D584A55B76B6","ACAD","ACAD-029","029",550369,4903785,1,2018,0,4,0,0,0,0,0,0
"7A86348D-0BED-4348-92BE-811039896511","D088AF61-2703-4352-8248-2550180023E9","ACAD","ACAD-030","030",563560,4906903,1,2010,0,2,0,0,0,0,0,0
"67E50CEB-BB50-4788-A943-7F96C022DE23","D088AF61-2703-4352-8248-2550180023E9","ACAD","ACAD-030","030",563560,4906903,1,2014,0,3,0,0,0,0,0,0
"15F6F4CA-4162-4E8C-95D1-EF75BDE330D6","D088AF61-2703-4352-8248-2550180023E9","ACAD","ACAD-030","030",563560,4906903,1,2018,0,4,0,0,0,0,0,0
"B6CCA4E8-63D9-4EE4-98E1-E6A9072B251A","FB02D00B-E0C0-4D6F-998B-1DBCBC6841F7","ACAD","ACAD-031","031",551073,4906731,1,2010,0,2,0,0,0,0,0,0
"4B32DCCE-A93D-46D5-B58A-9D305E6375BC","FB02D00B-E0C0-4D6F-998B-1DBCBC6841F7","ACAD","ACAD-031","031",551073,4906731,1,2014,0,3,0,0,0,0,0,0
"4450ABAB-92BD-4BA5-A214-5DF879842557","FB02D00B-E0C0-4D6F-998B-1DBCBC6841F7","ACAD","ACAD-031","031",551073,4906731,1,2018,0,4,0,0,0,0,0,0
"523067A1-30CC-49C2-8F49-F1CA256BB797","A74EFBDC-BB42-458C-9C19-8773E95635F2","ACAD","ACAD-032","032",550358,4906904,1,2010,0,2,0,0,0,0,0,0
"8A7B426D-085A-477B-806E-304A236ACDC4","A74EFBDC-BB42-458C-9C19-8773E95635F2","ACAD","ACAD-032","032",550358,4906904,1,2014,0,3,0,0,0,0,0,0
"B62DABDC-08E1-4ABD-B28A-14B5C4C3F235","A74EFBDC-BB42-458C-9C19-8773E95635F2","ACAD","ACAD-032","032",550358,4906904,1,2018,0,4,0,0,0,0,0,0
"1C401980-E0BE-4072-8E02-D80BBDF2E51F","3476FAEF-06F9-4137-AB94-43009BEE3D57","ACAD","ACAD-033","033",549465,4906376,1,2010,0,2,0,0,0,0,0,0
"11CE6998-8F19-4366-A020-8B48AAA2F053","3476FAEF-06F9-4137-AB94-43009BEE3D57","ACAD","ACAD-033","033",549465,4906376,1,2014,0,3,0,0,0,0,0,0
"DEB46023-B168-428B-80F1-D84B9A25E61B","3476FAEF-06F9-4137-AB94-43009BEE3D57","ACAD","ACAD-033","033",549465,4906376,1,2018,0,4,0,0,0,0,0,0
"21D28DB3-9D29-4EA4-B833-AC87A3C743BA","90BEE3DB-491E-4F40-AF6A-E25F83CF667A","ACAD","ACAD-034","034",558168,4916250,1,2010,0,2,0,0,0,0,0,0
"9F1FDC12-9E4F-4383-890C-AFC827ABF7BF","90BEE3DB-491E-4F40-AF6A-E25F83CF667A","ACAD","ACAD-034","034",558168,4916250,1,2014,0,3,0,0,0,0,0,0
"D69767FC-C03A-4BD9-A91B-3A79FF87AAC0","90BEE3DB-491E-4F40-AF6A-E25F83CF667A","ACAD","ACAD-034","034",558168,4916250,1,2018,0,4,0,0,0,0,0,0
"D220EF57-A1C2-422D-898D-06439EC2BB88","E6BD73FE-6D4B-4951-B023-D21459B608A1","ACAD","ACAD-035","035",559069,4911925,1,2010,0,2,0,0,0,0,0,0
"E055C12E-1560-4184-A532-1AEBB75B6BCF","E6BD73FE-6D4B-4951-B023-D21459B608A1","ACAD","ACAD-035","035",559069,4911925,1,2014,0,3,0,0,0,0,0,0
"43090ECD-5B33-4059-80F4-2C95D90D4DC3","E6BD73FE-6D4B-4951-B023-D21459B608A1","ACAD","ACAD-035","035",559069,4911925,1,2018,0,4,0,0,0,0,0,0
"5D7F41FB-F527-4775-9067-0862865E73F5","02226D66-FE88-4543-AB22-E008BAF09906","ACAD","ACAD-036","036",575868,4910197,1,2010,0,2,0,0,0,0,0,0
"463BFC25-BDC9-4882-9C42-21474C0BFDF9","02226D66-FE88-4543-AB22-E008BAF09906","ACAD","ACAD-036","036",575868,4910197,1,2014,0,3,0,0,0,0,0,0
"78F89E0F-1746-47C6-AE9C-BA6A8AA633B3","02226D66-FE88-4543-AB22-E008BAF09906","ACAD","ACAD-036","036",575868,4910197,1,2018,0,4,0,0,0,0,0,0
"EDD88967-B78A-4CF2-B5DD-AD8BCA459443","7FAB3C91-84B4-4A20-8504-B926517FB1AC","ACAD","ACAD-037","037",557169,4912787,1,2010,0,2,0,0,0,0,0,0
"10449A65-667E-48C3-A7F1-1894F7A9BFBD","7FAB3C91-84B4-4A20-8504-B926517FB1AC","ACAD","ACAD-037","037",557169,4912787,1,2014,0,3,0,0,0,0,0,0
"1AF0385F-B024-4F01-BB9B-1FC50DBEE860","7FAB3C91-84B4-4A20-8504-B926517FB1AC","ACAD","ACAD-037","037",557169,4912787,1,2018,0,4,0,0,0,0,0,0
"EA7C7445-EE95-4444-A168-FB8E66C6B7D3","D79E3788-F686-4FEE-A93F-593AFD294F49","ACAD","ACAD-038","038",549351,4909000,1,2010,0,2,0,0,0,0,0,0
"BEFEA438-CA3A-488E-8E5B-1963AACFD173","D79E3788-F686-4FEE-A93F-593AFD294F49","ACAD","ACAD-038","038",549351,4909000,1,2014,0,3,0,0,0,0,0,0
"4DCC70D2-5C66-463D-92A2-229D2B71FFCA","D79E3788-F686-4FEE-A93F-593AFD294F49","ACAD","ACAD-038","038",549351,4909000,1,2018,0,4,0,0,0,0,0,0
"9B4584F8-86F8-4A58-91B0-04247350C2B8","27358FAE-0D7B-4EA0-A808-D4F364C7B0D8","ACAD","ACAD-039","039",558460,4914001,2,2007,0,1,0,0,0,0,0,0
"C9505FD6-24DB-4779-9FBB-1156D9F9611C","27358FAE-0D7B-4EA0-A808-D4F364C7B0D8","ACAD","ACAD-039","039",558460,4914001,2,2011,0,2,0,0,0,0,0,0
"64D25FE3-55AD-43CB-87AB-0E6AE9092B0C","27358FAE-0D7B-4EA0-A808-D4F364C7B0D8","ACAD","ACAD-039","039",558460,4914001,2,2015,0,3,0,0,0,0,0,0
"9B798D4D-9963-4829-AD5E-DE119087EE8E","822EE502-D941-429C-B384-9F8CB0A64AE6","ACAD","ACAD-040","040",556568,4911400,2,2007,0,1,0,0,0,0,0,0
"1C6CAC9B-BD83-4268-BCA4-BA85661B88AA","822EE502-D941-429C-B384-9F8CB0A64AE6","ACAD","ACAD-040","040",556568,4911400,2,2011,0,2,0,0,0,0,0,0
"E9A67127-08E7-422C-AC43-F0205E7814D8","822EE502-D941-429C-B384-9F8CB0A64AE6","ACAD","ACAD-040","040",556568,4911400,2,2015,0,3,0,0,0,0,0,0
"9971A4BD-495D-4B77-85BB-D2AC6357D511","63F748C8-8B79-46CB-BADD-973614D00037","ACAD","ACAD-041","041",555073,4898069,2,2007,0,1,0,0,0,0,0,0
"D0E117B1-C8D8-4FEB-97EC-5949A5EBC4C4","63F748C8-8B79-46CB-BADD-973614D00037","ACAD","ACAD-041","041",555073,4898069,2,2011,0,2,0,0,0,0,0,0
"8BD4B0FE-7937-4723-98DE-83F9F3D558B9","63F748C8-8B79-46CB-BADD-973614D00037","ACAD","ACAD-041","041",555073,4898069,2,2015,0,3,0,0,0,0,0,0
"F9A83F9F-D3BF-4489-A70A-F5421AB2622D","33C4C7FD-1263-4A07-8972-5A9F7A8C5AD0","ACAD","ACAD-042","042",548965,4904832,2,2007,0,1,0,0,0,0,0,0
"704053EE-7A80-473C-A035-5243CF03E0BE","33C4C7FD-1263-4A07-8972-5A9F7A8C5AD0","ACAD","ACAD-042","042",548965,4904832,2,2011,0,2,0,0,0,0,0,0
"551F32C0-D7C0-4549-A811-90F786B3B7D5","33C4C7FD-1263-4A07-8972-5A9F7A8C5AD0","ACAD","ACAD-042","042",548965,4904832,2,2015,0,3,0,0,0,0,0,0
"AE71B1B9-A2EC-4897-A53A-4FA92DA7DCD6","4E058DA1-A5E1-4E56-B2DF-FBDCB9213D69","ACAD","ACAD-043","043",562375,4913482,2,2007,0,1,0,0,0,0,0,0
"0D279562-B634-418C-B0A1-B31203C37371","4E058DA1-A5E1-4E56-B2DF-FBDCB9213D69","ACAD","ACAD-043","043",562375,4913482,2,2011,0,2,0,0,0,0,0,0
"BB146F9E-5BAE-424C-822F-C3A0B5582DAD","4E058DA1-A5E1-4E56-B2DF-FBDCB9213D69","ACAD","ACAD-043","043",562375,4913482,2,2015,0,3,0,0,0,0,0,0
"CD080E96-ED8B-4C08-9A8F-948604B10AD5","048CD658-A146-4358-B457-9D5C85410996","ACAD","ACAD-044","044",563570,4913142,2,2007,0,1,0,0,0,0,0,0
"CE008405-E233-4BD5-8AD1-124EE4B32CFA","048CD658-A146-4358-B457-9D5C85410996","ACAD","ACAD-044","044",563570,4913142,2,2011,0,2,1,0.125,0.0125,1,0.125,1
"331C915E-F8BE-42A4-9A14-3543D85D7D4B","048CD658-A146-4358-B457-9D5C85410996","ACAD","ACAD-044","044",563570,4913142,2,2015,0,3,1,0.125,0.1875,1,0.125,1
"C8E1D99A-30A0-49F6-B971-8B7BD6FB724A","A3271576-5503-43D2-9E1D-419D6A2BFEE9","ACAD","ACAD-045","045",563264,4910890,2,2007,0,1,0,0,0,0,0,0
"E7DE1E25-D143-49AC-839B-DF3640334EA2","A3271576-5503-43D2-9E1D-419D6A2BFEE9","ACAD","ACAD-045","045",563264,4910890,2,2011,0,2,0,0,0,0,0,0
"BA4E509D-4EEC-4DCF-B60C-C3A45EA3952E","A3271576-5503-43D2-9E1D-419D6A2BFEE9","ACAD","ACAD-045","045",563264,4910890,2,2015,0,3,0,0,0,0,0,0
"78282DD7-A24C-437C-AAE6-34A660805194","F9985585-CA28-49D3-9953-88208376F8F9","ACAD","ACAD-046","046",562669,4909493,2,2007,0,1,0,0,0,0,0,0
"9A90B70F-8545-421A-BC99-706ADA41E51A","F9985585-CA28-49D3-9953-88208376F8F9","ACAD","ACAD-046","046",562669,4909493,2,2011,0,2,0,0,0,0,0,0
"ADF2735D-F663-4C65-BF5F-C20B3ADC2E0B","F9985585-CA28-49D3-9953-88208376F8F9","ACAD","ACAD-046","046",562669,4909493,2,2015,0,3,0,0,0,0,0,0
"0DD3FF7D-8C7A-4822-B60D-B76EC11E2F62","40001B82-3D4E-4D82-B879-349DAEA265BB","ACAD","ACAD-047","047",564283,4907791,2,2007,0,1,0,0,0,0,0,0
"C0D1B497-036E-4845-A5DC-D1DC8C0CF5FB","40001B82-3D4E-4D82-B879-349DAEA265BB","ACAD","ACAD-047","047",564283,4907791,2,2011,0,2,0,0,0,0,0,0
"2C126150-B2F1-4BAA-AB0E-ADFB7342AB88","40001B82-3D4E-4D82-B879-349DAEA265BB","ACAD","ACAD-047","047",564283,4907791,2,2015,0,3,0,0,0,0,0,0
